index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
6902,cisss de la gaspÈsie ó centre díhÈbergement mgr-ross de gaspÈ,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G4X2S7,gaspÈ,qc,,,,24,,
6903,cisss de la gaspÈsie ó clsc de grande-vallÈe,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0E1K0,grande-vallÈe,qc,,,,24,,
6904,cisss de la gaspÈsie ó clsc de murdochville,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0E1W0,murdochville,qc,,Murdochville,,24,,
6905,cisss de la gaspÈsie ó clsc de paspÈbiac,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0C2K0,paspÈbiac,qc,,,,24,,
6906,cisss de la gaspÈsie ó hÙpital de chandler,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0C1K0,chandler,qc,,Chandler,,24,,
6907,cisss de la gaspÈsie ó hÙpital de gaspÈ,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G4X2W2,gaspÈ,qc,,,,24,,
6908,cisss de la gaspÈsie ó hÙpital de maria,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0C1Y0,maria,qc,,Maria,,24,,
6909,cisss de la gaspÈsie ó hÙpital de sainte-anne-des-monts,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G4V1X4,sainte-anne-des-monts,qc,,Sainte-Anne-des-Monts,,24,,
6910,cisss de la montÈrÈgie-centre,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,3120,boulevard taschereau,J4V2H1,longueuil,qc,"3120, boulevard taschereau , longueuil (quÈbec) j4v 2h1",Longueuil,2458227,24,45.496911,-73.48579
6911,cisss de la montÈrÈgie-centre ó hÙpital charles lemoyne,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J4V2H1,greenfield park,qc,,,,24,,
6912,cisss de la montÈrÈgie-centre ó hÙpital du haut-richelieu,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J3A1B7,saint-jean-sur-richelieu,qc,,Saint-Jean-sur-Richelieu,,24,,
6913,cisss de la montÈrÈgie-est,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,2750,boulevard laframboise,J2S4Y8,saint-hyacinthe,qc,"2750, boulevard laframboise , saint-hyacinthe (quÈbec) j2s 4y8",Saint-Hyacinthe,2454048,24,45.634604,-72.959409
6914,cisss de la montÈrÈgie-est ó centre díhÈbergement de líhÙtel-dieu-de-saint-hyacinthe,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J2S2T2,saint-hyacinthe,qc,,Saint-Hyacinthe,,24,,
6915,cisss de la montÈrÈgie-est ó hÙpital honorÈ-mercier,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J2S4Y8,saint-hyacinthe,qc,,Saint-Hyacinthe,,24,,
6916,cisss de la montÈrÈgie-est ó hÙpital pierre-boucher,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J4M2A5,longueuil,qc,,Longueuil,,24,,
6917,cisss de la montÈrÈgie-est ó hÙtel-dieu de sorel,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J3P1N5,sorel-tracy,qc,,Sorel-Tracy,,24,,
6918,cisss de la montÈrÈgie-ouest,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,200,boulevard brisebois,J6K4W8,ch‚teauguay,qc,"200, boulevard brisebois , ch‚teauguay (quÈbec) j6k 4w8",Ch‚teauguay,2467050,24,45.34586,-73.763516
6919,cisss de la montÈrÈgie-ouest ó hÙpital anna-laberge,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J6K4W8,ch‚teauguay,qc,,,,24,,
6920,cisss de la montÈrÈgie-ouest ó hÙpital barrie memorial,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J0S1K0,ormstown,qc,,Ormstown,,24,,
6921,cisss de la montÈrÈgie-ouest ó hÙpital du suroÓt,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J6T6C1,salaberry-de-valleyfield,qc,,Salaberry-de-Valleyfield,,24,,
6922,cisss de lanaudiËre,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,260,rue lavaltrie sud,J6E5X7,joliette,qc,"260, rue lavaltrie sud , joliette (quÈbec) j6e 5x7",Joliette,2461025,24,46.01835,-73.441296
6923,cisss de lanaudiËre ó centre hospitalier rÈgional de lanaudiËre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J6E6J2,saint-charles-borromÈe,qc,,,,24,,
6924,cisss de lanaudiËre ó hÙpital pierre-le gardeur,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J6V2H2,terrebonne,qc,,Terrebonne,,24,,
6925,cisss de laval,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,1755,boulevard renÈ-laennec,H7M3L9,laval,qc,"1755, boulevard renÈ-laennec , laval (quÈbec) h7m 3l9",Laval,2465005,24,45.603462,-73.710824
6926,cisss de laval ó hÙpital de la citÈ-de-la-santÈ,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H7M3L9,laval,qc,,Laval,,24,,
6927,cisss de laval ó hÙpital juif de rÈadaptation,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H7V1R2,laval,qc,,Laval,,24,,
6928,cisss des laurentides ó centre de services de riviËre-rouge,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J0T1T0,riviËre-rouge,qc,,,,24,,
6929,cisss des laurentides ó centre multiservices de santÈ et de services sociaux díargenteuil,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J8H4C7,lachute,qc,,Lachute,,24,,
6930,cisss des laurentides ó hÙpital de mont-laurier,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J9L3G3,mont-laurier,qc,,Mont-Laurier,,24,,
6931,cisss des laurentides ó hÙpital de saint-eustache,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J7R5B1,saint-eustache,qc,,Saint-Eustache,,24,,
6932,cisss des laurentides ó hÙpital de saint-jÈrÙme,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J7Z5T3,saint-jÈrÙme,qc,,,,24,,
6933,cisss des laurentides ó hÙpital laurentien,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J8C2B8,sainte-agathe-des-monts,qc,,Sainte-Agathe-des-Monts,,24,,
6934,cisss des Óles,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,430,chemin principal les Óles-de-la-madeleine,G4T1R9,quÈbec,qc,"430, chemin principal , les Óles-de-la-madeleine (quÈbec) g4t 1r9",Les Œles-de-la-Madeleine,2401023,24,47.3763,-61.867823
6935,cisss des Óles ó hÙpital de líarchipel,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G4T1R9,les Óles-de-la-madeleine,qc,,Les ?les-de-la-Madeleine,,24,,
6936,cisss du bas-saint-laurent,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,355,boulevard saint-germain,G5L3N2,rimouski,qc,"355, boulevard saint-germain , rimouski (quÈbec) g5l 3n2",Rimouski,2410043,24,48.443365,-68.54059
6937,cisss du bas-saint-laurent ó centre hospitalier rÈgional du grand-portage,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G5R2A4,riviËre-du-loup,qc,,,,24,,
6938,cisss du bas-saint-laurent ó centre hospitalier trois-pistoles,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0L4K0,trois-pistoles,qc,,Trois-Pistoles,,24,,
6939,cisss du bas-saint-laurent ó clsc de pohÈnÈgamook,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0L1J0,pohÈnÈgamook,qc,,,,24,,
6940,cisss du bas-saint-laurent ó hÙpital de matane,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G4W2W5,matane,qc,,Matane,,24,,
6941,cisss du bas-saint-laurent ó hÙpital de notre-dame-du-lac,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0L1X0,notre-dame-du-lac,qc,,,,24,,
6942,cisss du bas-saint-laurent ó hÙpital díamqui,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G5J2K5,amqui,qc,,Amqui,,24,,
6943,cisss du bas-saint-laurent ó hÙpital notre-dame-de-fatima,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0R1Z0,la pocatiËre,qc,,,,24,,
6944,cisss du bas-saint-laurent ó hÙpital rÈgional de rimouski,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G5L5T1,rimouski,qc,,Rimouski,,24,,
6945,cisssat - centre de rÈadaptation - programme di-tsa et dp (ville-marie),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,25,rue sainte-anne,J9V2B6,ville-marie,qc,"25, rue sainte-anne, bureau 102 , ville-marie (quÈbec) j9v 2b6",Ville-Marie,2485025,24,47.331053,-79.440497
6946,cisssmo-crdi (bureau de brigham),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,278,avenue des Èrables,J2K4C9,brigham,qc,"278, avenue des Èrables , brigham (quÈbec) j2k 4c9",Brigham,2446090,24,45.247113,-72.84528
6947,ciusss de l'est-de-l'Óle-de-montrÈal,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,5414,boulevard de l'assomption,H1T2M4,montrÈal,qc,"5414, boulevard de l'assomption , montrÈal (quÈbec) h1t 2m4",MontrÈal,2466023,24,45.574082,-73.559706
6948,ciusss de l'est-de-l'Óle-de-montrÈal ó centre díhÈbergement j.-henri-charbonneau,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H1W1B2,montrÈal,qc,,,,24,,
6949,ciusss de l'est-de-l'Óle-de-montrÈal ó hÙpital de soins psychiatriques de líest-de-montrÈal,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H1N3M5,montrÈal,qc,,,,24,,
6950,ciusss de l'est-de-l'Óle-de-montrÈal ó hÙpital maisonneuve-rosemont,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H1T2M4,montrÈal,qc,,,,24,,
6951,ciusss de l'est-de-l'Óle-de-montrÈal ó hÙpital santa cabrini,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H1T1P7,montrÈal,qc,,,,24,,
6952,ciusss de l'estrie - centre hospitalier universitaire de sherbrooke,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,375,rue argyll,J1J3H5,sherbrooke,qc,"375, rue argyll , sherbrooke (quÈbec) j1j 3h5",Sherbrooke,2443027,24,45.4047735,-71.91446872
6953,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó centre de santÈ et de services sociaux de la mrc-de-coaticook,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J1A1W3,coaticook,qc,,Coaticook,,24,,
6954,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó centre de santÈ et de services sociaux de memphrÈmagog,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J1X3X3,magog,qc,,Magog,,24,,
6955,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó centre de santÈ et de services sociaux du granit,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G6B1A5,lac-mÈgantic,qc,,,,24,,
6956,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó chus - hÙpital fleurimont,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J1H5N4,sherbrooke,qc,,Sherbrooke,,24,,
6957,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó chus - hÙtel-dieu de sherbrooke,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J1G2E8,sherbrooke,qc,,Sherbrooke,,24,,
6958,"ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó hopital, clsc et centre díhÈbergement díasbestos",active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J1T1X6,asbestos,qc,,Asbestos,,24,,
6959,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó hÙpital brome-missisquoi-perkins,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J2K1K3,cowansville,qc,,Cowansville,,24,,
6960,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó hÙpital de granby,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J2G1T7,granby,qc,,Granby,,24,,
6961,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó hÙpital et centre díhÈbergement argyll,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J1J3H5,sherbrooke,qc,,Sherbrooke,,24,,
6962,ciusss de l'estrie-centre hospitalier universitaire de sherbrooke ó hÙpital et centre díhÈbergement díyouville,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J1H4C4,sherbrooke,qc,,Sherbrooke,,24,,
6963,ciusss de l'ouest-de-l'Óle-de-montrÈal,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,160,avenue stillview,H9R2Y2,pointe-claire,qc,"160, avenue stillview , pointe-claire (quÈbec) h9r 2y2",Pointe-Claire,2466097,24,45.448707,-73.833263
6964,ciusss de l'ouest-de-l'Óle-de-montrÈal ó centre hospitalier de st. mary,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H3T1M5,montrÈal,qc,,,,24,,
6965,ciusss de l'ouest-de-l'Óle-de-montrÈal ó hÙpital de lasalle,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H8P1C1,lasalle,qc,,,,24,,
6966,ciusss de l'ouest-de-l'Óle-de-montrÈal ó hÙpital douglas,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H4H1R3,verdun,qc,,,,24,,
6967,ciusss de l'ouest-de-l'Óle-de-montrÈal ó hÙpital gÈnÈral du lakeshore,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H9R2Y2,pointe-claire,qc,,Pointe-Claire,,24,,
6968,ciusss de la capitale-nationale,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,2915,avenue du bourg-royal,G1C3S2,quÈbec,qc,"2915, avenue du bourg-royal , quÈbec (quÈbec) g1c 3s2",QuÈbec,2423027,24,46.85673,-71.2198
6969,ciusss de la capitale-nationale ó centre de pÈdopsychiatrie - rÈsidence du sacrÈ-coeur,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G1N2W1,quÈbec,qc,,,,24,,
6970,ciusss de la capitale-nationale ó centre multiserv. santÈ et serv. soc. baie-saint-paul,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G3Z0K1,baie-saint-paul,qc,,Baie-Saint-Paul,,24,,
6971,ciusss de la capitale-nationale ó clsc de saint-marc-des-carriËres,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0A4B0,saint-marc-des-carriËres,qc,,Saint-Marc-des-Carriﬁres,,24,,
6972,ciusss de la capitale-nationale ó hÙpital chauveau,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G2A2T7,quÈbec,qc,,,,24,,
6973,ciusss de la capitale-nationale ó hÙpital de la malbaie,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G5A1T1,la malbaie,qc,,La Malbaie,,24,,
6974,ciusss de la capitale-nationale ó hÙpital de sainte-anne-de-beauprÈ,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0A1E0,beauprÈ,qc,,,,24,,
6975,ciusss de la capitale-nationale ó hÙpital jeffery hale,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G1S2M6,quÈbec,qc,,,,24,,
6976,ciusss de la capitale-nationale ó hÙpital rÈgional de portneuf/clsc de saint-raymond,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G3L1W1,saint-raymond,qc,,Saint-Raymond,,24,,
6977,ciusss de la capitale-nationale ó institut universitaire en santÈ mentale de quÈbec,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G1J2G3,quÈbec,qc,,,,24,,
6978,ciusss de la mauricie-et-du-centre-du-quÈbec,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,858,terrasse turcotte,G9A5C5,trois-riviËres,qc,"858, terrasse turcotte , trois-riviËres (quÈbec) g9a 5c5",Trois-RiviËres,2437067,24,46.342874,-72.536241
6979,ciusss de la mauricie-et-du-centre-du-quÈbec ó centre de santÈ et services sociaux du haut-saint-maurice,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G9X3C1,la tuque,qc,,La Tuque,,24,,
6980,ciusss de la mauricie-et-du-centre-du-quÈbec ó centre multi. en santÈ et serv. soc. christ-roi,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J3T1S4,nicolet,qc,,Nicolet,,24,,
6981,ciusss de la mauricie-et-du-centre-du-quÈbec ó centre multiserv. santÈ et serv. soc. avellin-dalcourt,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J5V1V3,louiseville,qc,,Louiseville,,24,,
6982,ciusss de la mauricie-et-du-centre-du-quÈbec ó centre rÈgional de santÈ mentale,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G9N2N1,shawinigan,qc,,Shawinigan,,24,,
6983,"ciusss de la mauricie-et-du-centre-du-quÈbec ó clsc, centre díhÈbergement et hÙpital cloutier-du-rivage",active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G8T3Z8,trois-riviËres,qc,,,,24,,
6984,ciusss de la mauricie-et-du-centre-du-quÈbec ó cmsss de fortierville,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G0S1J0,fortierville,qc,,Fortierville,,24,,
6985,ciusss de la mauricie-et-du-centre-du-quÈbec ó hÙpital du centre-de-la-mauricie,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G9P5K1,shawinigan-sud,qc,,,,24,,
6986,ciusss de la mauricie-et-du-centre-du-quÈbec ó hÙpital sainte-croix,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,J2B1C1,drummondville,qc,,Drummondville,,24,,
6987,ciusss de la mauricie-et-du-centre-du-quÈbec ó hÙtel-dieu-díarthabaska,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G6P6N2,victoriaville,qc,,Victoriaville,,24,,
6988,ciusss de la mauricie-et-du-centre-du-quÈbec ó pavillon sainte-marie,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G8Z3R9,trois-riviËres,qc,,,,24,,
6989,ciusss du centre-ouest-de-l'Óle-de-montrÈal,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,3755,chemin de la cÙte-sainte-catherine,H3T1E2,montrÈal,qc,"3755, chemin de la cÙte-sainte-catherine, bureau b-119, suite b-119 , montrÈal (quÈbec) h3t 1e2",MontrÈal,2466023,24,45.497008,-73.630189
6990,ciusss du centre-ouest-de-l'Óle-de-montrÈal ó hÙpital catherine-booth,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H4B2J5,montrÈal,qc,,,,24,,
6991,ciusss du centre-ouest-de-l'Óle-de-montrÈal ó hÙpital gÈnÈral juif,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H3T1E2,montrÈal,qc,,,,24,,
6992,ciusss du centre-ouest-de-l'Óle-de-montrÈal ó hÙpital mont-sinai,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H4W1S7,cÙte-saint-luc,qc,,,,24,,
6993,ciusss du centre-ouest-de-l'Óle-de-montrÈal ó hÙpital richardson,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H4V2S7,montrÈal,qc,,,,24,,
6994,ciusss du centre-sud-de-l'Óle-de-montrÈal,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,1560,rue sherbrooke est,H2L4M1,montrÈal,qc,"1560, rue sherbrooke est , montrÈal (quÈbec) h2l 4m1",MontrÈal,2466023,24,45.526378,-73.563682
6995,ciusss du centre-sud-de-l'Óle-de-montrÈal ó centre díhÈbergement champlain,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H4H2N6,verdun,qc,,,,24,,
6996,ciusss du centre-sud-de-l'Óle-de-montrÈal ó centre díhÈbergement du manoir-de-lí‚ge-díor,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H2X2J9,montrÈal,qc,,,,24,,
6997,ciusss du centre-sud-de-l'Óle-de-montrÈal ó hÙpital de rÈadaptation lindsay,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H3S1M9,montrÈal,qc,,,,24,,
6998,ciusss du centre-sud-de-l'Óle-de-montrÈal ó hÙpital de verdun,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H4G2A3,verdun,qc,,,,24,,
6999,ciusss du centre-sud-de-l'Óle-de-montrÈal ó hÙpital notre-dame,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H2L4M1,montrÈal,qc,,,,24,,
7000,ciusss du centre-sud-de-l'Óle-de-montrÈal ó institut de rÈadaptation de montrÈal,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H3S2J4,montrÈal,qc,,,,24,,
7001,ciusss du centre-sud-de-l'Óle-de-montrÈal ó institut universitaire de gÈriatrie de montrÈal,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H3W1W5,montrÈal,qc,,,,24,,
7002,ciusss du nord-de-l'Óle-de-montrÈal,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,555,boulevard gouin ouest,H3L1K5,montrÈal,qc,"555, boulevard gouin ouest , montrÈal (quÈbec) h3l 1k5",MontrÈal,2466023,24,45.5477968,-73.68682135
7003,ciusss du nord-de-l'Óle-de-montrÈal ó centre díhÈbergement notre-dame-de-la-merci,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H3L1K5,montrÈal,qc,,,,24,,
7004,ciusss du nord-de-l'Óle-de-montrÈal ó hÙpital du sacrÈ-coeur de montrÈal,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H4J1C5,montrÈal,qc,,,,24,,
7005,ciusss du nord-de-l'Óle-de-montrÈal ó hÙpital en santÈ mentale albert-prÈvost,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H4K1B3,montrÈal,qc,,,,24,,
7006,ciusss du nord-de-l'Óle-de-montrÈal ó hÙpital en santÈ mentale de riviËre-des-prairies,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H1E1A4,montrÈal,qc,,,,24,,
7007,ciusss du nord-de-l'Óle-de-montrÈal ó hÙpital fleury,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H2B1K3,montrÈal,qc,,,,24,,
7008,ciusss du nord-de-l'Óle-de-montrÈal ó hÙpital jean-talon,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,H2E1S6,montrÈal,qc,,,,24,,
7009,ciusss du saguenayñlac-saint-jean (siËge social),integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of QuÈbec,,930,rue jacques-cartier est,G7H7K9,saguenay,qc,"930, rue jacques-cartier est, 4e Ètage , saguenay (quÈbec) g7h 7k9",Saguenay,2494068,24,48.42493,-71.040039
7010,"ciusss du saguenayñlac-st-jean ó hopital, clsc et centre díhÈbergement de roberval",active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G8H1B9,roberval,qc,,Roberval,,24,,
7011,ciusss du saguenayñlac-st-jean ó hÙpital de chicoutimi,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G7H5H6,chicoutimi,qc,,,,24,,
7012,ciusss du saguenayñlac-st-jean ó hÙpital de dolbeau-mistassini,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G8L2R5,dolbeau-mistassini,qc,,Dolbeau-Mistassini,,24,,
7013,ciusss du saguenayñlac-st-jean ó hÙpital de la baie,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G7B2Y6,la baie,qc,,,,24,,
7014,ciusss du saguenayñlac-st-jean ó hÙpital díalma,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G8B5W3,alma,qc,,Alma,,24,,
7015,ciusss du saguenayñlac-st-jean ó hÙpital et centre de rÈadaptation de jonquiËre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,G7X7X2,jonquiËre,qc,,,,24,,
7016,cj - secteur de rÈadaptation - unitÈ la rade,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,205,boulevard de york ouest,G4X2V7,gaspÈ,qc,"205, boulevard de york ouest, suite 100 , gaspÈ (quÈbec) g4x 2v7",GaspÈ,2403005,24,48.813103,-64.494326
7017,cj - secteur de rÈadaptation - unitÈ le rivage,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,205,boulevard de york ouest,G4X2V7,gaspÈ,qc,"205, boulevard de york ouest , gaspÈ (quÈbec) g4x 2v7",GaspÈ,2403005,24,48.813138,-64.494497
7018,"cjq-iu, centre de rÈadaptation l'escale",readaptation center,Nursing and residential care facilities,Province of QuÈbec,,4810,rue escoffier,G1Y3A1,quÈbec,qc,"4810, rue escoffier , quÈbec (quÈbec) g1y 3a1",QuÈbec,2423027,24,46.74141,-71.3604
7019,clef d'arc,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,10811,avenue armand-lavergne,H1H3P3,montrÈal,qc,"10811, avenue armand-lavergne , montrÈal (quÈbec) h1h 3p3",MontrÈal,2466023,24,45.5929674,-73.6339029
7020,clinik med-evolution,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,2880,chemin des quatre-bourgeois,G1V4X7,quÈbec,qc,"2880, chemin des quatre-bourgeois, bureau 105 , quÈbec (quÈbec) g1v 4x7",QuÈbec,2423027,24,46.774207,-71.300584
7021,clinique 1900,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,1900,boulevard des rÈcollets,G8Z4K4,trois-riviËres,qc,"1900, boulevard des rÈcollets, suite 387b , trois-riviËres (quÈbec) g8z 4k4",Trois-RiviËres,2437067,24,46.356344,-72.587691
7022,clinique accueil santÈ de laval,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,51,boulevard de la concorde ouest,H7N1H7,laval,qc,"51, boulevard de la concorde ouest , laval (quÈbec) h7n 1h7",Laval,2465005,24,45.568219,-73.6967
7023,clinique centre-ville,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,929,3e avenue,J9P1T4,val-dor,qc,"929, 3e avenue , val-d'or (quÈbec) j9p 1t4",Val-d'Or,2489008,24,48.103762,-77.790881
7024,clinique communautaire de pointe saint-charles (avenue ash),local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,500,avenue ash,H3K2R4,montrÈal,qc,"500, avenue ash , montre?al (que?bec) h3k 2r4",MontrÈal,2466023,24,45.478388,-73.556781
7025,clinique communautaire de pointe saint-charles (centre administratif),local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,500,avenue ash,H3K2R4,montrÈal,qc,"500, avenue ash , montre?al (que?bec) h3k 2r4",MontrÈal,2466023,24,45.478388,-73.556781
7026,clinique communautaire de pointe-saint-charles (rue du centre),local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,1955,rue du centre,H3K1J1,montrÈal,qc,"1955, rue du centre , montre?al (que?bec) h3k 1j1",MontrÈal,2466023,24,45.48244,-73.563452
7027,clinique d'accËs de granby,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,294,rue dÈragon,J2G5J5,granby,qc,"294, rue dÈragon , granby (quÈbec) j2g 5j5",Granby,,24,,
