index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
5056,rosebridge manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,131,roses bridge road,K0G1G0,jasper,on,,Merrickville-Wolford,3507052.0,35,44.84219285,-75.89019625
5057,rosedale centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,507,8 avenue,P0K1N0,matheson,on,,Black River-Matheson,3556014.0,35,48.53944263,-80.46973105
5058,rosedale retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,12,william street,L6V1L2,brampton,on,,Brampton,3521010.0,35,43.69126697,-79.76581591
5059,roseglen village for seniors,retirement home,Nursing and residential care facilities,Province of Ontario,,53,wellington street,L1A2M5,port hope,on,,Port Hope,3514020.0,35,43.96610089,-78.28725176
5060,rosewood erie glen,retirement home,Nursing and residential care facilities,Province of Ontario,,119,robson road,N8H3V4,leamington,on,,Leamington,3537003.0,35,42.02625934,-82.59111505
5061,rosewood retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,833,sutton mills court,K7P2N9,kingston,on,,Kingston,3510010.0,35,44.25504702,-76.57513363
5062,rosewood senior living inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,121,colborne street s,N3Y4H4,simcoe,on,,Norfolk County,3528052.0,35,42.834344200000004,-80.30499209999999
5063,rosewood village,retirement home,Nursing and residential care facilities,Province of Ontario,,711,indian road n,N7T7Z5,sarnia,on,,Sarnia,3538030.0,35,42.98237222,-82.37633627
5064,ross memorial hospital (css),community support service,Ambulatory health care services,Province of Ontario,,10,angeline street n,K9V4M8,kawartha lakes,on,,Kawartha Lakes,3516010.0,35,44.3536194,-78.7522193
5065,"ross memorial hospital, the",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,10,angeline street n,K9V4M8,kawartha lakes,on,,Kawartha Lakes,3516010.0,35,44.35177464,-78.75137034
5066,rosslyn retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1322,king street e,L8M1H3,hamilton,on,,Hamilton,3525005.0,35,43.24254819,-79.82343809
5067,rouge valley health system (css),community support service,Ambulatory health care services,Province of Ontario,,2867,ellesmere road,M1E4B9,toronto,on,,Toronto,3520005.0,35,43.78040642,-79.20455254
5068,rouge valley health system - centenary,general,Hospitals,Public Health Agency of Canada,,2867,ellesmere rd,M1E4B9,toronto,on,2867 ellesmere rd. toronto on m1e 4b9,Toronto,3520005.0,35,43.7807594,-79.20502259999999
5069,royal brock retirement living inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,100,steward boulevard,K6V4W3,brockville,on,,Brockville,3507015.0,35,44.59730891,-75.69584527
5070,royal gardens retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1160,clonsilla avenue,K9J8P8,peterborough,on,,Peterborough,3515014.0,35,44.29393274,-78.33968781
5071,royal ottawa health care group,community support service,Ambulatory health care services,Province of Ontario,,1145,carling avenue,K1Z7K4,ottawa,on,,Ottawa,3506008.0,35,45.38854715,-75.72980265
5072,royal ottawa health care group - brockville mental health centre,psychiatric,Ambulatory health care services,Public Health Agency of Canada,,1804,highway 2 e,K6V5W7,brockville,on,1804 highway 2 e. brockville on k6v 5w7,Elizabethtown-Kitley,3507014.0,35,44.602034,-75.66444
5073,royal ottawa health care group - royal ottawa mental health centre,psychiatric,Ambulatory health care services,Public Health Agency of Canada,,1145,carling ave,K1Z7K4,ottawa,on,1145 carling ave. ottawa on k1z 7k4,Ottawa,3506008.0,35,45.389005600000004,-75.7301564
5074,royal ottawa health care group ó royal ottawa place,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K1Z7K4,ottawa,on,,Ottawa,,35,,
5075,royal ottawa health care group/services des santÈ royal ottawa,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,132,second street e,K6H1Y3,cornwall,on,,Cornwall,3501012.0,35,45.01899663,-74.72492888
5076,royal ottawa mental health centre,hospital - corporation,Hospitals,Province of Ontario,,1145,carling avenue,K1Z7K4,ottawa,on,,Ottawa,3506008.0,35,45.388802,-75.73001500000001
5077,royal ottawa place,long-term care home,Nursing and residential care facilities,Province of Ontario,,1145,carling avenue,K1Z7K4,ottawa,on,,Ottawa,3506008.0,35,45.38854715,-75.72980265
5078,royal rose place,long-term care home,Nursing and residential care facilities,Province of Ontario,,635,prince charles drive n,L3C0C7,welland,on,,Welland,3526032.0,35,43.00162217,-79.26928669
5079,royal terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,600,whites road,N0G2P0,palmerston,on,,Minto,3523043.0,35,43.83992155,-80.84393637
5080,royal victoria regional health centre,laboratory - hospital,Ambulatory health care services,Province of Ontario,,201,georgian drive,L4M6M2,barrie,on,,Barrie,3543042.0,35,44.4142638,-79.66115224
5081,royale place retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,2485,princess street,K7M3G1,kingston,on,,Kingston,3510010.0,35,44.25745432,-76.56619533
5082,royalton retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,531,16 avenue,L4C7A7,richmond hill,on,,Richmond Hill,3519038.0,35,43.85601072,-79.41728601
5083,rubidge retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,246,rubidge street,K9J3P2,peterborough,on,,Peterborough,3515014.0,35,44.30081365,-78.3259571
5084,runnymede healthcare centre,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,625,runnymede rd,M6S3A3,toronto,on,625 runnymede rd. toronto on m6s 3a3,Toronto,3520005.0,35,43.664182200000006,-79.4811296
5085,rural ottawa south support services,community support service,Ambulatory health care services,Province of Ontario,,1128,mill street,K4M1A4,ottawa,on,,Ottawa,3506008.0,35,45.22637132,-75.68324842
5086,russell meadows retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,475,church street,K4R0A9,russell,on,,Russell,3502048.0,35,45.25640974,-75.35449881
5087,rvilla caledonia retirement living,retirement home,Nursing and residential care facilities,Province of Ontario,,339,argyle street s,N3W1L7,caledonia,on,,Haldimand County,3528018.0,35,43.06372505,-79.96059802
5088,rvilla retirement living,retirement home,Nursing and residential care facilities,Province of Ontario,,22,park street,N0G2R0,ripley,on,,Huron-Kinloss,3541015.0,35,44.06873465,-81.58265262
5089,rykka care centres lp ó anson place care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0A1H0,hagersville,on,,,,35,,
5090,rykka care centres lp ó banwell gardens care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N8N2M4,windsor,on,,Windsor,,35,,
5091,rykka care centres lp ó berkshire care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N9A4P4,windsor,on,,Windsor,,35,,
5092,rykka care centres lp ó cooksville care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L5B1B5,mississauga,on,,Mississauga,,35,,
5093,rykka care centres lp ó dundurn care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L8R3L8,hamilton,on,,Hamilton,,35,,
5094,rykka care centres lp ó eatonville care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M9B3Z9,etobicoke,on,,,,35,,
5095,rykka care centres lp ó hawthorne place care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M3N1M9,north york,on,,,,35,,
5096,rykka care centres lp ó orchard terrace care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L8E5J2,stoney creek,on,,,,35,,
5097,rykka care centres lp ó wellington park care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L7S1X2,burlington,on,,Burlington,,35,,
5098,rÈsidence saint-louis,community support service,Ambulatory health care services,Province of Ontario,,879,chemin hiawatha park,K1C2Z6,ottawa,on,,Ottawa,3506008.0,35,45.48316947,-75.54547069
5099,rÈsidence st-mathieu,retirement home,Nursing and residential care facilities,Province of Ontario,,3140,gendron road,K0A2A0,clarence-rockland,on,,Clarence-Rockland,3502036.0,35,45.440251,-75.23995500000001
5100,s&r nursing homes ltd. ó afton park place long term care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N7S6L6,sarnia,on,,Sarnia,,35,,
5101,s&r nursing homes ltd. ó heron terrace long term care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N8P1T9,windsor,on,,Windsor,,35,,
5102,s&r nursing homes ltd. ó lanark heights long term care,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N2N2Z8,kitchener,on,,Kitchener,,35,,
5103,s&r nursing homes ltd. ó st. andrewís terrace,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N1S1P1,cambridge,on,,Cambridge,,35,,
5104,s&r nursing homes ltd. ó trillium villa nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N7S3Y3,sarnia,on,,Sarnia,,35,,
5105,s&r nursing homes ltd. ó twin lakes terrace,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N7S6K5,sarnia,on,,Sarnia,,35,,
5106,s&r nursing homes ltd. ó westmount gardens long term care home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N6K4X9,london,on,,London,,35,,
5107,s.e.n.a.c.a. seniors day program - halton incorporated,community support service,Ambulatory health care services,Province of Ontario,,53,bond street,L6K1L8,oakville,on,,Oakville,3524001.0,35,43.44271483,-79.67788876
5108,s.p. perera physiotherapy,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L2G5X7,niagara falls,on,,Niagara Falls,,35,,
5109,saint elizabeth foundation,community support service,Ambulatory health care services,Province of Ontario,,90,allstate parkway,L3R6H3,markham,on,,Markham,3519036.0,35,43.85374742,-79.3693504
5110,saint elizabeth health care,community support service,Ambulatory health care services,Province of Ontario,,920,tungston street,P7B5Z6,thunder bay,on,,Thunder Bay,3558004.0,35,48.41069176,-89.25458627
5111,saint luke's place,senior active living centre,Nursing and residential care facilities,Province of Ontario,,1624,franklin boulevard,N3C3P4,cambridge,on,,Cambridge,3530010.0,35,43.4253246,-80.31029116
5112,saint luke's place - css,community support service,Ambulatory health care services,Province of Ontario,,1624,franklin boulevard,N3C3P4,cambridge,on,,Cambridge,3530010.0,35,43.4253246,-80.31029116
5113,salvation army toronto grace health centre,hospital - corporation,Hospitals,Province of Ontario,,47,austin terrace,M5R1Y8,toronto,on,,Toronto,3520005.0,35,43.670322999999996,-79.383211
5114,sandfield place,retirement home,Nursing and residential care facilities,Province of Ontario,,220,emma avenue,K6J5V8,cornwall,on,,Cornwall,3501012.0,35,45.03749423,-74.75148549
5115,sandy hill community health centre,aids bureau,Ambulatory health care services,Province of Ontario,,221,nelson street,K1N1C7,ottawa,on,,Ottawa,3506008.0,35,45.42931296,-75.68351753
5116,"sandy hill community health centre, inc.",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,221,nelson street,K1N1C7,ottawa,on,,Ottawa,3506008.0,35,45.42931296,-75.68351753
5117,sante manitouwadge health,hospital - corporation,Hospitals,Province of Ontario,,1,healthcare cres,P0T2C0,manitouwadge,on,,Manitouwadge,3558066.0,35,49.12743949,-85.82432229
5118,sara vista,long-term care home,Nursing and residential care facilities,Province of Ontario,,27,simcoe street,L0L1P0,elmvale,on,,Springwater,3543009.0,35,44.58237802,-79.86181752
5119,sarnia & district senior volunteer community services,community support service,Ambulatory health care services,Province of Ontario,,180,north college avenue,N7T7X2,sarnia,on,,Sarnia,3538030.0,35,42.97345802,-82.40116207
5120,sarsfield colonial home,long-term care home,Nursing and residential care facilities,Province of Ontario,,2861,colonial road,K0A3E0,ottawa,on,,Ottawa,3506008.0,35,45.440588,-75.347066
5121,sauble family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,672,main street,N0H2G0,sauble beach,on,,South Bruce Peninsula,3541055.0,35,44.62943456,-81.25747997
5122,saugeen valley nursing center,long-term care home,Nursing and residential care facilities,Province of Ontario,,465,dublin street,N0G2L3,mount forest,on,,Wellington North,3523050.0,35,43.97509868,-80.73933974
5123,sault area hospital,general,Hospitals,Public Health Agency of Canada,,750,great northern rd,P6B0A8,sault ste marie,on,750 great northern rd. sault ste. marie on p6b 0a8,Sault Ste. Marie,3557061.0,35,46.5488136,-84.3111593
5124,sault area hospital - general site,hospital - corporation,Hospitals,Province of Ontario,,750,great northern road,P6B0A8,sault ste marie,on,,Sault Ste. Marie,3557061.0,35,46.548010999999995,-84.311683
5125,sault area hospital ó sault area hospital,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,P6B0A8,sault ste marie,on,,Sault Ste. Marie,,35,,
5126,sault ste. marie alcohol recovery home inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,8,herrick street,P6A2T4,sault ste marie,on,,Sault Ste. Marie,3557061.0,35,46.5082125,-84.32441905
5127,scarborough academic family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,3000,lawrence avenue e,M1P2V1,toronto,on,,Toronto,3520005.0,35,43.75513221,-79.24956745
5128,scarborough and rouge hospital,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,2867,ellesmere road,M1E4B9,toronto,on,,Toronto,3520005.0,35,43.78040642,-79.20455254
5129,scarborough and rouge hospital (css),community support service,Ambulatory health care services,Province of Ontario,,22,adelaide street w,M5H4E3,toronto,on,,Toronto,3520005.0,35,43.65054688,-79.37946838
5130,scarborough and rouge hospital - birchmount,hospital - corporation,Hospitals,Province of Ontario,,3030,birchmount rd,M1W3W3,scarborough,on,,Toronto,3520005.0,35,43.80172371,-79.30801537
5131,scarborough and rouge hospital - centenary,hospital - site,Hospitals,Province of Ontario,,2867,ellesmere road,M1E4B9,scarborough,on,,Toronto,3520005.0,35,43.780559600000004,-79.2046504
5132,scarborough and rouge hospital - scarborough general,hospital - site,Hospitals,Province of Ontario,,3030,lawrence ave e,M1P2V5,scarborough,on,,Toronto,3520005.0,35,43.75511121,-79.24780355
5133,scarborough centre for healthy communities,community health centre,Hospitals,Province of Ontario,,3545,kingston road,M1M1R6,toronto,on,,Toronto,3520005.0,35,43.73904541,-79.21573104
5134,scarborough health network ó birchmount,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,M1W3W3,scarborough,on,,,,35,,
5135,scarborough health network ó centenary,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,M1E4B9,toronto,on,,Toronto,,35,,
5136,scarborough health network ó general,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,M1P2V5,scarborough,on,,,,35,,
5137,scarborough retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,148,markham road,M1M2Z8,toronto,on,,Toronto,3520005.0,35,43.74077741,-79.21877154
5138,schizophrenia society of ontario,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,235,lakeshore road e,L6J1H7,oakville,on,,Oakville,3524001.0,35,43.44647254,-79.66785156
5139,schlegel villages ó coleman care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L4N9X8,barrie,on,,Barrie,,35,,
5140,schlegel villages ó erin mills lodge long term care,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L5K2K7,mississauga,on,,Mississauga,,35,,
5141,schlegel villages ó fairview nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M6J1S8,toronto,on,,Toronto,,35,,
5142,schlegel villages ó hamilton continuing care,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L8N2Z1,hamilton,on,,Hamilton,,35,,
5143,schlegel villages ó maynard nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M6J1R3,toronto,on,,Toronto,,35,,
5144,schlegel villages ó pinehaven nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N2K2E1,waterloo,on,,Waterloo,,35,,
5145,schlegel villages ó the village at st. clair,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N9A6S4,windsor,on,,Windsor,,35,,
5146,schlegel villages ó the village at university gates,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N2J0E2,waterloo,on,,Waterloo,,35,,
5147,schlegel villages ó the village of aspen lake,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N8P0A6,windsor,on,,Windsor,,35,,
5148,schlegel villages ó the village of erin meadows,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L5M7M4,mississauga,on,,Mississauga,,35,,
5149,schlegel villages ó the village of glendale crossing,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N6L0B6,london,on,,London,,35,,
5150,schlegel villages ó the village of humber heights,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M9P3W3,etobicoke,on,,,,35,,
5151,schlegel villages ó the village of riverside glen,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N1H8M8,guelph,on,,Guelph,,35,,
5152,schlegel villages ó the village of sandalwood park,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L6R2W8,brampton,on,,Brampton,,35,,
5153,schlegel villages ó the village of tansley woods,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L7M4W8,burlington,on,,Burlington,,35,,
5154,schlegel villages ó the village of taunton mills,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L1R3A5,whitby,on,,Whitby,,35,,
5155,schlegel villages ó the village of wentworth heights,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L9B2W3,hamilton,on,,Hamilton,,35,,
5156,schlegel villages ó the village of winston park,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N2E3K1,kitchener,on,,Kitchener,,35,,
5157,scoc supportive services,community support service,Ambulatory health care services,Province of Ontario,,2701,st clair avenue e,M4B3M3,toronto,on,,Toronto,3520005.0,35,43.7056131,-79.31276747
5158,scott physiotherapy clinic,other,Ambulatory health care services,Canadian Institute for Health Information,,,,N3T4J3,brantford,on,,Brantford,,35,,
5159,seacliff manor,retirement home,Nursing and residential care facilities,Province of Ontario,,30,seacliff drive e,N8H0E5,leamington,on,,Leamington,3537003.0,35,42.03374554,-82.59725745
5160,seaforth community hospital,hospital - corporation,Hospitals,Province of Ontario,,24,centennial drive,N0K1W0,seaforth,on,,Huron East,3540040.0,35,43.55163777,-81.38571711
5161,seaforth long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,100,james street huron e,N0K1W0,,on,,Huron East,3540040.0,35,43.55647627,-81.39760291
5162,seaforth retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,100,james street huron e,N0K1W0,,on,,Huron East,3540040.0,35,43.55647627,-81.39760291
5163,seasons amherstburg,retirement home,Nursing and residential care facilities,Province of Ontario,,681,front road s,N9V0B4,amherstburg,on,,Amherstburg,3537028.0,35,42.08716293,-83.10768001
5164,seasons belle river,retirement home,Nursing and residential care facilities,Province of Ontario,,1700,essex county road 22,N0R1A0,lakeshore,on,,Lakeshore,3537064.0,35,42.29392128,-82.71986371
5165,seasons brantford,retirement home,Nursing and residential care facilities,Province of Ontario,,55,diana avenue,N3T0C2,brantford,on,,Brantford,3529006.0,35,43.12530695,-80.28557542
5166,seasons clarington,retirement home,Nursing and residential care facilities,Province of Ontario,,65,clarington boulevard,L1C0A1,bowmanville,on,,Clarington,3518017.0,35,43.90714436,-78.70603649
5167,seasons dufferin centre,retirement home,Nursing and residential care facilities,Province of Ontario,,344,dufferin avenue,K8V5G9,quinte west,on,,Quinte West,3512015.0,35,44.10099394,-77.58549614
5168,seasons milton,retirement home,Nursing and residential care facilities,Province of Ontario,,760,bronte street s,L9T8X4,milton,on,,Milton,3524009.0,35,43.49338783,-79.86869212
5169,seasons owen sound,retirement home,Nursing and residential care facilities,Province of Ontario,,1389,16 avenue e,N4K0A9,owen sound,on,,Owen Sound,3542059.0,35,44.57210787,-80.91516096
5170,seasons royal oak village,retirement home,Nursing and residential care facilities,Province of Ontario,,2400,sandwich west parkway,N9H2S8,windsor,on,,LaSalle,3537034.0,35,42.23693986,-83.0218335
5171,seasons stoney creek,retirement home,Nursing and residential care facilities,Province of Ontario,,8,shoreview place,L8E0J6,hamilton,on,,Hamilton,3525005.0,35,43.237456,-79.71577025
5172,seasons strathroy,retirement home,Nursing and residential care facilities,Province of Ontario,,3230,napperton drive,N7G0C4,strathroy,on,,Strathroy-Caradoc,3539015.0,35,42.95827325,-81.64931664
5173,seasons welland,retirement home,Nursing and residential care facilities,Province of Ontario,,163,first avenue,L3C0A3,welland,on,,Welland,3526032.0,35,43.00194648,-79.26073529
5174,seaway valley community health centre,children's treatment centre,Hospitals,Province of Ontario,,353,pitt street,K6J3R1,cornwall,on,,Cornwall,3501012.0,35,45.02104953,-74.73000038
5175,second mile club of toronto - four branch,community support service,Ambulatory health care services,Province of Ontario,,340,college street,M5T3A9,toronto,on,,Toronto,3520005.0,35,43.65757158,-79.40343899
5176,secord trails care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,263,wonham street s,N5C3P6,ingersoll,on,,Ingersoll,3532018.0,35,43.03265541,-80.88305150000001
5177,seeley's bay retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,138,main street,K0H2N0,seeleys bay,on,,Leeds and the Thousand Islands,3507021.0,35,44.47717557,-76.23550034
5178,self help resource centre of greater toronto,community support service,Ambulatory health care services,Province of Ontario,,40,st clair avenue e,M4T1M9,toronto,on,,Toronto,3520005.0,35,43.68812419,-79.39575409
5179,self-directed care organization,community support service,Ambulatory health care services,Province of Ontario,,80,grosvenor street,M7A1E9,toronto,on,,Toronto,3520005.0,35,43.66224179,-79.38852459
5180,self-directed personal support services ontario,community support service,Ambulatory health care services,Province of Ontario,,80,grosvenor street,M7A1E9,toronto,on,,Toronto,3520005.0,35,43.66224179,-79.38852459
5181,senior adult services in the annex,senior active living centre,Nursing and residential care facilities,Province of Ontario,,707,st clair avenue w,M6C4A1,toronto,on,,Toronto,3520005.0,35,43.68123159,-79.42661820000001
5182,"senior peoples' resources in north toronto, inc.",community support service,Ambulatory health care services,Province of Ontario,,140,merton street,M4S1A1,toronto,on,,Toronto,3520005.0,35,43.69746889,-79.39182829
5183,senior persons living connected,community support service,Ambulatory health care services,Province of Ontario,,3333,finch avenue e,M1W2R9,toronto,on,,Toronto,3520005.0,35,43.79635041,-79.31678308
5184,senior persons living connected - cmhp,community support service,Ambulatory health care services,Province of Ontario,,3333,finch avenue e,M1W2R9,toronto,on,,Toronto,3520005.0,35,43.79635041,-79.31678308
5185,seniors activation maintenance program of hamilton inc.,community support service,Ambulatory health care services,Province of Ontario,,10,pearl street n,L8R2Y8,hamilton,on,,Hamilton,3525005.0,35,43.26067949,-79.88144281
5186,seniors association kingston region,community support service,Ambulatory health care services,Province of Ontario,,56,francis street,K7M1L8,kingston,on,,Kingston,3510010.0,35,44.22437671,-76.52233701
5187,seniors life enhancement centres,community support service,Ambulatory health care services,Province of Ontario,,2030,bristol circle,L6H0H2,oakville,on,,Oakville,3524001.0,35,43.51086305,-79.67178966
5188,seniors' health centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,2,buchan court,M2J5A3,toronto,on,,Toronto,3520005.0,35,43.77304721,-79.36002319
5189,sensenbrenner hospital,general,Hospitals,Public Health Agency of Canada,,101,progress cres,P5N3H5,kapuskasing,on,101 progress cres. kapuskasing on p5n 3h5,Kapuskasing,3556066.0,35,49.42561,-82.427581
5190,sepoy manor,retirement home,Nursing and residential care facilities,Province of Ontario,,543,gough street,N0G2H0,lucknow,on,,Huron-Kinloss,3541015.0,35,43.96466384,-81.51076269
5191,serenity barrie,retirement home,Nursing and residential care facilities,Province of Ontario,,410,hurst drive,L4N6N1,barrie,on,,Barrie,3543042.0,35,44.3733395,-79.66832374
5192,serenity blenheim independent living,retirement home,Nursing and residential care facilities,Province of Ontario,,84,marlborough street n,N0P1A0,chatham-kent,on,,Chatham-Kent,3536020.0,35,42.33324553,-82.00312039
5193,serenity house inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,103,leopolds drive,K1V7E2,ottawa,on,,Ottawa,3506008.0,35,45.35245904,-75.69600033
5194,serenity-durham,retirement home,Nursing and residential care facilities,Province of Ontario,,618,william street,N0G1R0,durham,on,,West Grey,3542004.0,35,44.18400301,-80.82253259
5195,serpent river first nation,community support service,Ambulatory health care services,Province of Ontario,,195,village road,P0P1B0,cutler,on,,Serpent River 7,3557072.0,35,46.20211726,-82.46780273
5196,service familial catholique ottawa/catholic family service ottawa,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,310,olmstead street,K1L7K3,ottawa,on,,Ottawa,3506008.0,35,45.43407076,-75.66169613
5197,service secours elisabeth bruyËre helpline,community support service,Ambulatory health care services,Province of Ontario,,43,bruyËre street,K1N5C8,ottawa,on,,Ottawa,3506008.0,35,45.43194006,-75.69701384
5198,services and housing in the province (ship),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,30,centre street,L9W2X3,orangeville,on,,Orangeville,3522014.0,35,43.915378499999996,-80.10451754
5199,services and housing in the province (ship) - css,community support service,Ambulatory health care services,Province of Ontario,,969,derry road e,L5T2J7,mississauga,on,,Mississauga,3521005.0,35,43.66503417,-79.68613508
5200,services communautaires de prescott et russell,community support service,Ambulatory health care services,Province of Ontario,,295,main w,K6A0B3,hawkesbury,on,,Hawkesbury,3502008.0,35,45.61067883,-74.61816159
5201,"services de counselling de hearst, kapuskasing and smooth rock falls counselling services",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,29,byng avenue,P5N1W6,kapuskasing,on,,Kapuskasing,3556066.0,35,49.41830514,-82.42231392
5202,services de santÈ de chapleau health services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,6,broomhead road,P0M1K0,chapleau,on,,Chapleau,3552092.0,35,47.84229475,-83.40861153
5203,services de santÈ de chapleau health services (css),community support service,Ambulatory health care services,Province of Ontario,,,broomhead road,P0M1K0,chapleau,on,,Chapleau,3552092.0,35,47.8411696,-83.4149629
5204,services de toxicomanie cochrane nord inc. north cochrane addiction services inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,233,eighth street,P0L1C0,cochrane,on,,Cochrane,3556042.0,35,49.06971147,-81.0205333
5205,seven oaks,long-term care home,Nursing and residential care facilities,Province of Ontario,,9,neilson road,M1E5E1,toronto,on,,Toronto,3520005.0,35,43.78117732,-79.20432774
5206,seven south street treatment centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,7,south street,L3V3T1,orillia,on,,Orillia,3543052.0,35,44.61828025,-79.42959029
5207,sexual abuse centre (thunder bay),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,385,mooney street,P7B5L5,thunder bay,on,,Thunder Bay,3558004.0,35,48.40809756,-89.23772706
5208,sexual assault centre for quinte and district,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,,,,quinte west,on,,Quinte West,3512015.0,35,44.10113505,-77.57631584
5209,sexual assault centre kingston,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,400,elliot avenue,K7K6M9,kingston,on,,Kingston,3510010.0,35,44.25568652,-76.498125
5210,sexual assault crisis centre of essex county inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,1770,langlois avenue,N8X4M5,windsor,on,,Windsor,3537039.0,35,42.30016487,-83.0098548
5211,shalom gardens apartments,retirement home,Nursing and residential care facilities,Province of Ontario,,12,bartlett avenue,L3M4N5,grimsby,on,,Grimsby,3526065.0,35,43.1869815,-79.52455129
5212,shalom manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L3M4N5,grimsby,on,,Grimsby,,35,,
5213,shalom manor long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,12,bartlett avenue,L3M4N5,grimsby,on,,Grimsby,3526065.0,35,43.1869815,-79.52455129
5214,shalom village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L8S3S1,hamilton,on,,Hamilton,,35,,
