,index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city_x,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,facility_name_clean,cleaned_name,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city_y,postal code,number of beds,total_inspections,5y_inspections,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
468,5386.0,spruce lodge home for the aged,senior active living centre,Nursing and residential care facilities,Province of Ontario,,643,west gore street,N5A1L4,stratford,on,,Stratford,3531011.0,35.0,43.36760056,-81.00083747,spruce lodge home for the aged,spruce lodge home for the aged,SPRUCE LODGE HOME FOR THE AGED,643 West Gore Street,"Stratford, N5A1L4",South West,Spruce Lodge Home For The Aged,,Municipal,Home with approximately 128 beds,Yes,Yes,No,Yes,,Stratford, N5A1L4,128.0,44.0,23.0,,,,,,,,
469,5388.0,sprucedale care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,96,kittridge avenue e,N7G2A8,strathroy,on,,Strathroy-Caradoc,3539015.0,35.0,42.96355986,-81.62413493,sprucedale care centre,sprucedale care centre,SPRUCEDALE CARE CENTRE,96 Kittridge Avenue East,"Strathroy, N7G2A8",South West,Sprucedale Care Centre Inc.,C.D. Micallef Consulting Services Inc.,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Strathroy, N7G2A8,96.0,18.0,8.0,47.0,Sprucedale Care Centre,Strathroy,96.0,,0,,Inactive
470,5395.0,st. andrew's terrace long term care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,255,st andrews street,N1S1P1,cambridge,on,,Cambridge,3530010.0,35.0,43.34600049,-80.32871446,st. andrew's terrace long term care community,st. andrew's terrace long term care community,ST. ANDREW'S TERRACE LONG TERM CARE COMMUNITY,255 St. Andrew's Street,"Cambridge, N1S1P1",Waterloo Wellington,Steeves & Rozema Enterprises Limited,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Cambridge, N1S1P1,128.0,52.0,22.0,48.0,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,,0,,Inactive
471,5401.0,st. clair o'connor community nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,2701,saint clair avenue e,M4B3M3,toronto,on,,Toronto,3520005.0,35.0,43.7056131,-79.31276747,st. clair o'connor community nursing home,st. clair o'connor community nursing home,ST. CLAIR O'CONNOR COMMUNITY NURSING HOME,2701 St Clair Avenue East,"East York, M4B3M3",Toronto Central,St. Clair O'connor Community Inc.,,Non-Profit,Home with approximately 25 beds,No,Yes,Yes,Yes,,East York, M4B3M3,25.0,9.0,6.0,135.0,St. Clair O'Connor Community Nursing Home,East York,25.0,6,8,<5,Active
472,5408.0,st. gabriel's villa of sudbury,long-term care home,Nursing and residential care facilities,Province of Ontario,,4690,regional road 15,P0M1L0,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.575821000000005,-81.183418,st. gabriel's villa of sudbury,st. gabriel's villa of sudbury,ST. GABRIEL'S VILLA OF SUDBURY,4690 Municipal Road 15,"Chelmsford, P0M1L0",North East,St. Joseph's Health Centre Of Sudbury,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Chelmsford, P0M1L0,128.0,73.0,50.0,136.0,St. Gabriel's Villa of Sudbury,Chelmsford,128.0,0,0,<5,Active
473,5409.0,st. george care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,225,st george street,M5R2M2,toronto,on,,Toronto,3520005.0,35.0,43.67253289,-79.40161649,st. george care community,st. george care community,ST. GEORGE CARE COMMUNITY,225 St. George Street,"Toronto, M5R2M2",Toronto Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 238 beds,Yes,Yes,Yes,Yes,,Toronto, M5R2M2,238.0,45.0,21.0,137.0,St. George Care Community,Toronto,238.0,0,0,<5,Active
474,5412.0,st. jacques nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,915,notre dame street,K0A1W0,embrun,on,,Russell,3502048.0,35.0,45.27229585,-75.28638399,st. jacques nursing home,st. jacques nursing home,ST. JACQUES NURSING HOME,915 Notre Dame Street P. O. Box 870,"Embrun, K0A1W0",Champlain,412506 Ontario Ltd.,,Non-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Embrun, K0A1W0,60.0,50.0,34.0,,,,,,,,
475,5415.0,st. joseph's at fleming,long-term care home,Nursing and residential care facilities,Province of Ontario,,659,brealey drive,K9K2R8,peterborough,on,,Peterborough,3515014.0,35.0,44.26877564,-78.36982641,st. joseph's at fleming,st. joseph's at fleming,ST. JOSEPH'S AT FLEMING,659 Brealey Drive,"Peterborough, K9K2R8",Central East,St Joseph's At Fleming,,Non-Profit,Home with approximately 200 beds,No,Yes,Yes,Yes,,Peterborough, K9K2R8,200.0,110.0,47.0,138.0,St. Joseph's at Fleming,Peterborough,200.0,<5,0,<5,Active
476,5420.0,st. joseph's continuing care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,14,york street,K6J5T2,cornwall,on,,Cornwall,3501012.0,35.0,45.01462532,-74.73145128,st. joseph's continuing care centre,st. joseph's continuing care centre,ST. JOSEPH'S CONTINUING CARE CENTRE,14 York Street,"Cornwall, K6J5T2",Champlain,"Religious Hospitalers Of St. Joseph Of Cornwall, Ontario",,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Cornwall, K6J5T2,150.0,34.0,19.0,139.0,St. Joseph's Continuing Care Centre,Cornwall,150.0,0,0,<5,Active
477,5440.0,st. joseph's lifecare centre,community support service,Ambulatory health care services,Province of Ontario,,99,wayne gretzky parkway,N3S6T6,brantford,on,,Brantford,3529006.0,35.0,43.14553416,-80.23530631,st. joseph's lifecare centre,st. joseph's lifecare centre,ST. JOSEPH'S LIFECARE CENTRE,99 Wayne Gretzky Parkway,"Brantford, N3S6T6",Hamilton Niagara Haldimand Brant (Hnhb),St. Joseph's Health System,,Non-Profit,Home with approximately 205 beds,No,Yes,Yes,No,,Brantford, N3S6T6,205.0,28.0,16.0,49.0,St. Joseph's Lifecare Centre,Brantford,205.0,,0,,Inactive
478,5441.0,st. joseph's manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,70,spine road,P5A1X2,elliot lake,on,,Elliot Lake,3557041.0,35.0,46.38484207,-82.66092821,st. joseph's manor,st. joseph's manor,ST. JOSEPH'S MANOR,70 Spine Road,"Elliot Lake, P5A1X2",North East,St. Joseph's General Hospital Elliot Lake,,Non-Profit,Home with approximately 64 beds,Yes,Yes,Yes,Yes,,Elliot Lake, P5A1X2,64.0,39.0,22.0,,,,,,,,
479,5443.0,st. joseph's villa (dundas),community support service,Ambulatory health care services,Province of Ontario,,56,governors road,L9H5G7,hamilton,on,,Hamilton,3525005.0,35.0,43.26175889,-79.95770113,st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas),st. joseph's villa (dundas)
480,5444.0,"st. joseph's villa, sudbury",long-term care home,Nursing and residential care facilities,Province of Ontario,,1250,south bay road,P3E6L9,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.46661488,-80.96677167,"st. joseph's villa, sudbury","st. joseph's villa, sudbury","ST. JOSEPH'S VILLA, SUDBURY",1250 South Bay Road,"Sudbury, P3E6L9",North East,St. Joseph's Health Centre Of Sudbury,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Sudbury, P3E6L9,128.0,39.0,21.0,51.0,"St. Joseph's Villa, Sudbury",Sudbury,128.0,,<5,,Inactive
481,5455.0,st. lawrence lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,1803,county road 2 e,K6V5T1,brockville,on,,Elizabethtown-Kitley,3507014.0,35.0,44.60164641,-75.66542026,st. lawrence lodge,st. lawrence lodge,ST. LAWRENCE LODGE,"1803 County Road, #2 East Postal Bag  #1130","Brockville, K6V5T1",South East,"The Corporations Of The United Counties Of Leeds And Grenville, The City Of Brockville, The Town Of Gananoque And The Town Of Prescott",,Municipal,Home with approximately 224 beds,No,Yes,Yes,No,,Brockville, K6V5T1,224.0,53.0,31.0,,,,,,,,
482,5469.0,st. patrick's home,long-term care home,Nursing and residential care facilities,Province of Ontario,,2865,riverside drive,K1V8N5,ottawa,on,,Ottawa,3506008.0,35.0,45.36947155,-75.68903093,st. patrick's home,st. patrick's home,ST PATRICK'S HOME,2865 Riverside Drive,"Ottawa, K1V8N5",Champlain,St. Patrick's Home Of Ottawa Inc.,,Non-Profit,Home with approximately 202 beds,Yes,Yes,Yes,Yes,,Ottawa, K1V8N5,202.0,86.0,47.0,140.0,St. Patrick's Home,Ottawa,288.0,9,0,<5,Active
483,5472.0,st. peter's residence at chedoke,long-term care home,Nursing and residential care facilities,Province of Ontario,,125,redfern avenue,L9C7W9,hamilton,on,,Hamilton,3525005.0,35.0,43.24048479,-79.92012482,st. peter's residence at chedoke,st. peter's residence at chedoke,ST. PETER'S RESIDENCE AT CHEDOKE,125 Redfern Avenue,"Hamilton, L9C7W9",Hamilton Niagara Haldimand Brant (Hnhb),St. Peter's Care Centres,,Non-Profit,Home with approximately 210 beds,No,Yes,Yes,Yes,,Hamilton, L9C7W9,210.0,37.0,17.0,,,,,,,,
484,5476.0,stayner care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,7308,highway 26,L0M1S0,stayner,on,,Clearview,3543005.0,35.0,44.41953308,-80.09109148,stayner care centre,stayner care centre,STAYNER CARE CENTRE,"244 Main Street East 7308 Highway #26, P.O. Box 350","Stayner, L0M1S0",North Simcoe Muskoka,Stayner Care Centre Inc.,,For-Profit,Home with approximately 49 beds,No,Yes,No,No,,Stayner, L0M1S0,49.0,15.0,10.0,,,,,,,,
485,5479.0,stirling heights,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,stirling macgregor drive,N1S5B7,cambridge,on,,Cambridge,3530010.0,35.0,43.33915669,-80.33371706,stirling heights,stirling heights,STIRLING HEIGHTS,200 Stirling Macgregor Drive,"Cambridge, N1S5B7",Waterloo Wellington,Axr Operating (National) Lp,,For-Profit,Home with approximately 110 beds,No,Yes,Yes,Yes,,Cambridge, N1S5B7,110.0,23.0,13.0,52.0,Stirling Heights,Cambridge,110.0,,0,,Inactive
486,5480.0,stirling manor nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,218,edward street,K0K3E0,stirling,on,,Stirling-Rawdon,3512020.0,35.0,44.30226088,-77.54846075,stirling manor nursing home,stirling manor nursing home,STIRLING MANOR NURSING HOME,218 Edward Street P.O. Box 220,"Stirling, K0K3E0",South East,Manorcare Partners,Eldercare Management & Consulting Corp.,For-Profit,Home with approximately 75 beds,No,Yes,No,Yes,,Stirling, K0K3E0,75.0,35.0,19.0,,,,,,,,
487,5487.0,stoneridge manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,256,high street,K7C1X1,carleton place,on,,Carleton Place,3509028.0,35.0,45.13580539,-76.15419976,stoneridge manor,stoneridge manor,STONERIDGE MANOR,256 High Street,"Carleton Place, K7C1X1",Champlain,Stoneridge Manor Operating Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Carleton Place, K7C1X1,60.0,27.0,12.0,141.0,Stoneridge Manor,Carleton Place,60.0,52,6,<5,Active
488,5492.0,strathmere lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,599,albert street,N7G3J3,strathroy,on,,Strathroy-Caradoc,3539015.0,35.0,42.95570205,-81.64392804,strathmere lodge,strathmere lodge,STRATHMERE LODGE,599 Albert Street Box 5000,"Strathroy, N7G3J3",South West,The Corporation Of The County Of Middlesex,,Municipal,Home with approximately 160 beds,Yes,Yes,Yes,No,,Strathroy, N7G3J3,160.0,42.0,19.0,,,,,,,,
489,5494.0,streamway villa,long-term care home,Nursing and residential care facilities,Province of Ontario,,19,james street w,K9A2J8,cobourg,on,,Cobourg,3514021.0,35.0,43.96205389,-78.16781002,streamway villa,streamway villa,STREAMWAY VILLA,19 James Street West,"Cobourg, K9A2J8",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 59 beds,No,Yes,No,Yes,,Cobourg, K9A2J8,59.0,24.0,11.0,,,,,,,,
490,5497.0,streetsville care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,1742,bristol road w,L5M1X9,mississauga,on,,Mississauga,3521005.0,35.0,43.58212646,-79.70532398,streetsville care community,streetsville care community,STREETSVILLE CARE COMMUNITY,1742 Bristol Road West,"Mississauga, L5M1X9",Mississauga Halton,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 118 beds,No,Yes,Yes,Yes,,Mississauga, L5M1X9,118.0,22.0,10.0,,,,,,,,
491,5502.0,sumac lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,1464,blackwell road,N7S5M4,sarnia,on,,Sarnia,3538030.0,35.0,43.01031973,-82.34671616,sumac lodge,sumac lodge,SUMAC LODGE,1464 Blackwell Road,"Sarnia, N7S5M4",Erie St. Clair,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Sarnia, N7S5M4,100.0,60.0,25.0,53.0,Sumac Lodge,Sarnia,100.0,,0,,Inactive
492,5505.0,summit place,retirement home,Nursing and residential care facilities,Province of Ontario,,850,4 street e,N4K6A3,owen sound,on,,Owen Sound,3542059.0,35.0,44.55878477,-80.92755656,summit place,summit place,SUMMIT PLACE,850-4Th Street East,"Owen Sound, N4K6A3",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 119 beds,No,Yes,Yes,Yes,,Owen Sound, N4K6A3,119.0,29.0,12.0,,,,,,,,
493,5506.0,sun parlor home for senior citizens,long-term care home,Nursing and residential care facilities,Province of Ontario,,175,talbot street e,N8H1L9,leamington,on,,Leamington,3537003.0,35.0,42.05585245,-82.58946575,sun parlor home for senior citizens,sun parlor home for senior citizens,SUN PARLOR HOME FOR SENIOR CITIZENS,175 Talbot Street East,"Leamington, N8H1L9",Erie St. Clair,The Corporation Of The County Of Essex,,Municipal,Home with approximately 206 beds,No,Yes,Yes,No,,Leamington, N8H1L9,206.0,54.0,31.0,143.0,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5,Active
494,5519.0,sunnycrest nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1635,dundas street e,L1N2K9,whitby,on,,Whitby,3518009.0,35.0,43.88695065,-78.90906825,sunnycrest nursing home,sunnycrest nursing home,SUNNYCREST NURSING HOME,1635 Dundas Street East,"Whitby, L1N2K9",Central East,Sunnycrest Nursing Homes Limited,,For-Profit,Home with approximately 136 beds,No,Yes,Yes,Yes,,Whitby, L1N2K9,136.0,55.0,19.0,144.0,Sunnycrest Nursing Home,Whitby,136.0,<5,0,0,Active
495,5520.0,sunnyside home,long-term care home,Nursing and residential care facilities,Province of Ontario,,247,franklin street n,N2A1Y5,kitchener,on,,Kitchener,3530013.0,35.0,43.440994,-80.4451854,sunnyside home,sunnyside home,SUNNYSIDE HOME,247 Franklin Street North,"Kitchener, N2G4J3",Waterloo Wellington,Regional Municipality Of Waterloo,,Municipal,Home with approximately 263 beds,Yes,Yes,Yes,Yes,,Kitchener, N2G4J3,263.0,83.0,40.0,,,,,,,,
496,5534.0,sunset manor home for senior citizens,long-term care home,Nursing and residential care facilities,Province of Ontario,,49,raglan street,L9Y4X1,collingwood,on,,Collingwood,3543031.0,35.0,44.50191069,-80.20123672,sunset manor home for senior citizens,sunset manor home for senior citizens,SUNSET MANOR HOME FOR SENIOR CITIZENS,49 Raglan Street,"Collingwood, L9Y4X1",North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Collingwood, L9Y4X1,150.0,29.0,19.0,,,,,,,,
497,5535.0,suomi-koti toronto nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,795,eglinton avenue e,M4G4E4,toronto,on,,Toronto,3520005.0,35.0,43.7131299,-79.36614148,suomi-koti toronto nursing home,suomi-koti toronto nursing home,SUOMI-KOTI TORONTO NURSING HOME,795 Eglinton Avenue East,"Toronto, M4G4E4",Toronto Central,Toronto Finnish-canadian Seniors Centre,,Non-Profit,Home with approximately 34 beds,No,Yes,Yes,No,,Toronto, M4G4E4,34.0,14.0,7.0,,,,,,,,
498,5549.0,tall pines long term care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,1001,peter robertson boulevard,L6R2Y3,brampton,on,,Brampton,3521010.0,35.0,43.75057309,-79.74244701,tall pines long term care centre,tall pines long term care centre,TALL PINES LONG TERM CARE CENTRE,1001 Peter Robertson Blvd.,"Brampton, L6R2Y3",Central West,The Regional Municipality Of Peel,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Brampton, L6R2Y3,160.0,28.0,14.0,145.0,Tall Pines Long Term Care Centre,Brampton,160.0,<5,0,<5,Active
499,5553.0,teck pioneer residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,145,government road e,P2N3P4,kirkland lake,on,,Kirkland Lake,3554068.0,35.0,48.15345549,-80.01468335,teck pioneer residence,teck pioneer residence,TECK PIONEER RESIDENCE,145A Government Road East Postal Bag Service 1757,"Kirkland Lake, P2N3P4",North East,Corporation Of The Town Of Kirkland Lake,,Municipal,Home with approximately 81 beds,No,Yes,Yes,Yes,,Kirkland Lake, P2N3P4,81.0,29.0,16.0,,,,,,,,
500,5556.0,telfer place,retirement home,Nursing and residential care facilities,Province of Ontario,,245,grand river street n,N3L3V8,brant,on,,Brant,3529005.0,35.0,43.20739846,-80.38649816,telfer place,telfer place,TELFER PLACE,245 Grand River Street North,"Paris, N3L3V8",Hamilton Niagara Haldimand Brant (Hnhb),Revera Long Term Care Inc.,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Paris, N3L3V8,45.0,27.0,17.0,146.0,Telfer Place,Paris,45.0,<5,0,0,Active
501,5559.0,temiskaming lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,100,bruce street,P0J1K0,temiskaming shores,on,,Temiskaming Shores,3554020.0,35.0,47.438790000000004,-79.63082324,temiskaming lodge,temiskaming lodge,TEMISKAMING LODGE,100 Bruce Street P.O. Box 1180,"Haileybury, P0J1K0",North East,Jarlette Ltd.,,For-Profit,Home with approximately 82 beds,Yes,Yes,Yes,Yes,,Haileybury, P0J1K0,82.0,21.0,9.0,147.0,Temiskaming Lodge,Haileybury,83.0,<5,0,<5,Active
502,5560.0,tendercare living centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,1020,mcnicoll avenue,M1W2J6,toronto,on,,Toronto,3520005.0,35.0,43.80577041,-79.33598338,tendercare living centre,tendercare living centre,TENDERCARE LIVING CENTRE,1020 McNicoll Avenue,"Scarborough, M1W2J6",Central East,Tendercare Nursing Homes Limited,Extendicare (Canada) Inc.,For-Profit,Home with approximately 254 beds,No,Yes,No,Yes,,Scarborough, M1W2J6,254.0,35.0,17.0,54.0,Tendercare Living Centre,Scarborough,254.0,,<5,,Inactive
503,5562.0,terrace lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,475,talbot street e,N5H3A5,aylmer,on,,Malahide,3534010.0,35.0,42.771096299999996,-80.9682813,terrace lodge,terrace lodge,TERRACE LODGE,475 Talbot Street East 49462 Talbot Line,"Aylmer, N5H3A5",South West,The Corporation Of The County Of Elgin Municipal Homes,,Municipal,Home with approximately 100 beds,Yes,Yes,Yes,No,,Aylmer, N5H3A5,100.0,33.0,22.0,,,,,,,,
504,5571.0,the bignucolo residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,6,broomhead road,P0M1K0,chapleau,on,,Chapleau,3552092.0,35.0,47.841251,-83.414961,the bignucolo residence,the bignucolo residence,THE BIGNUCOLO RESIDENCE,"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road","Chapleau, P0M1K0",North East,Chapleau Health Services,,Non-Profit,Home with approximately 18 beds,Yes,Yes,No,Yes,,Chapleau, P0M1K0,18.0,11.0,7.0,,,,,,,,
505,5611.0,the elliott long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,170,metcalfe street,N1E4Y3,guelph,on,,Guelph,3523008.0,35.0,43.55803773,-80.25130495,the elliott long term care residence,the elliott long term care residence,THE ELLIOTT LONG TERM CARE RESIDENCE,170 Metcalfe Street,"Guelph, N1E4Y3",Waterloo Wellington,The Elliott,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,Yes,,Guelph, N1E4Y3,85.0,24.0,11.0,,,,,,,,
506,5614.0,the fordwich village nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,3063,adelaide street,N0G1V0,fordwich,on,,Howick,3540046.0,35.0,43.87084494,-81.02944763,the fordwich village nursing home,the fordwich village nursing home,THE FORDWICH VILLAGE NURSING HOME,3063 Adelaide Street,"Fordwich, N0G1V0",South West,Atk Care Inc.,,For-Profit,Home with approximately 33 beds,No,Yes,Yes,Yes,,Fordwich, N0G1V0,33.0,18.0,8.0,,,,,,,,
507,5615.0,the four seasons lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,117,banting drive,K0J1P0,deep river,on,,Deep River,3547096.0,35.0,46.09087579,-77.47500669,the four seasons lodge,the four seasons lodge,THE FOUR SEASONS LODGE,117 Banting Drive,"Deep River, K0J1P0",Champlain,Deep River And District Hospital,,Non-Profit,Home with approximately 14 beds,No,Yes,No,Yes,,Deep River, K0J1P0,14.0,12.0,8.0,,,,,,,,
508,5620.0,"the grove, arnprior and district nursing home",long-term care home,Nursing and residential care facilities,Province of Ontario,,275,ida street n,K7S3M7,arnprior,on,,Arnprior,3547002.0,35.0,45.43909913,-76.36088256,"the grove, arnprior and district nursing home","the grove, arnprior and district nursing home","THE GROVE, ARNPRIOR AND DISTRICT NURSING HOME",275 Ida Street North,"Arnprior, K7S3M7",Champlain,The Arnprior And District Memorial Hospital,,Non-Profit,Home with approximately 61 beds,Yes,Yes,Yes,Yes,,Arnprior, K7S3M7,61.0,18.0,11.0,,,,,,,,
509,5624.0,the henley house,long-term care home,Nursing and residential care facilities,Province of Ontario,,20,ernest street,L2N7T2,st catharines,on,,St. Catharines,3526053.0,35.0,43.18492631,-79.2578661,the henley house,the henley house,THE HENLEY HOUSE,20 Ernest Street,"St. Catharines, L2N7T2",Hamilton Niagara Haldimand Brant (Hnhb),Henley House Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,St. Catharines, L2N7T2,160.0,54.0,23.0,148.0,The Henley House,St. Catharines,160.0,0,0,0,Active
510,5625.0,the heritage nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1195,queen street e,M4M1L6,toronto,on,,Toronto,3520005.0,35.0,43.66272499,-79.33111227,the heritage nursing home,the heritage nursing home,THE HERITAGE NURSING HOME,1195 Queen Street East,"Toronto, M4M1L6",Toronto Central,Heritage Nursing Homes Inc.,,For-Profit,Home with approximately 201 beds,Yes,Yes,Yes,Yes,,Toronto, M4M1L6,201.0,24.0,10.0,,,,,,,,
511,5628.0,the jewish home for the aged,long-term care home,Nursing and residential care facilities,Province of Ontario,,3560,bathurst street,M6A2E1,toronto,on,,Toronto,3520005.0,35.0,43.7300765,-79.43421181,the jewish home for the aged,the jewish home for the aged,THE JEWISH HOME FOR THE AGED,3560 Bathurst Street,"North York, M6A2E1",Toronto Central,The Jewish Home For The Aged,,Non-Profit,Home with approximately 472 beds,No,Yes,Yes,Yes,,North York, M6A2E1,472.0,48.0,30.0,149.0,The Jewish Home for the Aged,North York,472.0,<5,<5,6,Active
512,5629.0,the john m. parrott centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,309,bridge street w,K7R2G4,napanee,on,,Greater Napanee,3511015.0,35.0,44.2413403,-76.97028786,the john m. parrott centre,the john m. parrott centre,THE JOHN M. PARROTT CENTRE,309 Bridge Street West,"Napanee, K7R2G4",South East,County Of Lennox And Addington,,Municipal,Home with approximately 168 beds,Yes,Yes,Yes,Yes,,Napanee, K7R2G4,168.0,30.0,17.0,,,,,,,,
513,5631.0,the kensington gardens,long-term care home,Nursing and residential care facilities,Province of Ontario,,25,brunswick avenue,M5S2L9,toronto,on,,Toronto,3520005.0,35.0,43.65819899,-79.40343829,the kensington gardens,the kensington gardens,THE KENSINGTON GARDENS,25 Brunswick Avenue,"Toronto, M5S2L9",Toronto Central,The Kensington Health Centre,,Non-Profit,Home with approximately 350 beds,No,Yes,Yes,Yes,,Toronto, M5S2L9,350.0,39.0,19.0,150.0,The Kensington Gardens,Toronto,350.0,14,8,5,Active
514,5637.0,the maples home for seniors,retirement home,Nursing and residential care facilities,Province of Ontario,,94,william street,N0B2R0,tavistock,on,,East Zorra-Tavistock,3532038.0,35.0,43.31755486,-80.83826132,the maples home for seniors,the maples home for seniors,THE MAPLES HOME FOR SENIORS,94 William Street South P.O. Box 400,"Tavistock, N0B2R0",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 43 beds,No,Yes,Yes,Yes,,Tavistock, N0B2R0,43.0,23.0,9.0,,,,,,,,
515,5641.0,the meadows of dorchester,long-term care home,Nursing and residential care facilities,Province of Ontario,,6623,kalar road,L2H2T3,niagara falls,on,,Niagara Falls,3526043.0,35.0,43.07925789,-79.13696046,the meadows of dorchester,the meadows of dorchester,THE MEADOWS OF DORCHESTER,6623 Kalar Road,"Niagara Falls, L2H2T3",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 121 beds,No,Yes,Yes,Yes,,Niagara Falls, L2H2T3,121.0,19.0,11.0,,,,,,,,
516,5645.0,the norfolk hospital nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,365,west street,N3Y1T7,simcoe,on,,Norfolk County,3528052.0,35.0,42.8351656,-80.31432431,the norfolk hospital nursing home,the norfolk hospital nursing home,THE NORFOLK HOSPITAL NURSING HOME,365 West Street,"Simcoe, N3Y1T7",Hamilton Niagara Haldimand Brant (Hnhb),The Norfolk Hospital Nursing Home,,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Simcoe, N3Y1T7,80.0,12.0,8.0,,,,,,,,
517,5646.0,the o'neill centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,33,christie street,M6G3B1,toronto,on,,Toronto,3520005.0,35.0,43.66476219,-79.4186887,the o'neill centre,the o'neill centre,THE O'NEILL CENTRE,33 Christie Street,"Toronto, M6G3B1",Toronto Central,848357 Ontario Inc.,Responsive Health Management Inc.,For-Profit,Home with approximately 162 beds,Yes,Yes,No,Yes,,Toronto, M6G3B1,162.0,27.0,9.0,151.0,The O'Neill Centre,Toronto,162.0,<5,0,<5,Active
