Antipsychotic Medication Use (%)‡*,Depression (%)*,Falls (%)‡*,Home Name,Pain (%)*,Physical Restraints Use (%)‡*,Placements for referrals from all prior locations (days)◊α,Placements for referrals from community (days)◊α,Placements for referrals from hospital (days)◊α,Pressure Ulcers (%)‡*,cleaned_home_name,index,matched,name1,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,city,postal_code_x,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
21.3,35.7,18.2,Schlegel Villages - The Village of Aspen Lake,4.8,4.8,64,63,NR,3,schlegel villages - the village of aspen lake,464.0,True,the village of aspen lake,9855 McHugh Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Windsor, N8P0A6,92.0,44.0,16.0,30.0,17.0,7.0,54.0,21.0,7.0,3.0,3.0,,the village of aspen lake,,,,,Windsor,3537039.0,42.31813568,-82.92003167,192.0
20.9,28.7,17.8,Schlegel Villages - The Village of Erin Meadows,2.8,1.8,177,158,254,3.7,schlegel villages - the village of erin meadows,465.0,True,the village of erin meadows,2930 Erin Centre Boulevard,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5M7M4,51.0,20.0,16.0,20.0,7.0,6.0,13.0,5.0,5.0,16.0,8.0,6.0,the village of erin meadows,13,19,17,Active,Mississauga,3521005.0,43.55312755,-79.72147048,180.0
20.2,43,21.6,Schlegel Villages - The Village of Glendale Crossing,1.8,6.4,284,276.5,LV,5,schlegel villages - the village of glendale crossing,466.0,True,the village of glendale crossing,3030 Singleton Avenue,South West,For-Profit,No,No,No,Yes,London, N6L0B6,108.0,51.0,17.0,49.0,22.0,4.0,39.0,16.0,10.0,19.0,14.0,4.0,the village of glendale crossing,,,,,London,3539036.0,42.93894787,-81.27180372,192.0
27.3,31.8,19.1,Schlegel Villages - The Village of Humber Heights,3.1,0.6,318,249,NR,4,schlegel villages - the village of humber heights,467.0,True,the village of humber heights,2245 Lawrence Avenue West,Central,For-Profit,No,Yes,No,Yes,Etobicoke, M9P3W3,24.0,20.0,12.0,11.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,4.0,the village of humber heights,45,10,17,Active,Toronto,3520005.0,43.69710409,-79.52690243,192.0
4.8,33.4,18.8,Schlegel Villages - The Village of Riverside Glen,2.6,3,229,229,NR,1.4,schlegel villages - the village of riverside glen,468.0,True,the village of riverside glen,60 Woodlawn Road East,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Guelph, N1H8M8,109.0,42.0,13.0,63.0,22.0,6.0,31.0,12.0,5.0,19.0,10.0,2.0,the village of riverside glen,,0,,Inactive,Guelph,3523008.0,43.56915803,-80.27358416,192.0
26.7,32,18.9,Schlegel Villages - The Village of Sandalwood Park,0.7,3.7,160,160,NR,4.5,schlegel villages - the village of sandalwood park,469.0,True,the village of sandalwood park,425 Great Lakes Drive,Central West,For-Profit,No,Yes,Yes,Yes,Brampton, L6R2W8,28.0,12.0,5.0,7.0,1.0,1.0,14.0,6.0,4.0,7.0,4.0,2.0,the village of sandalwood park,,,,,Brampton,3521010.0,43.74100870000001,-79.7717325,120.0
6.1,38.3,18.3,Schlegel Villages - The Village of Tansley Woods,1.6,3.7,135,140,LV,3.6,schlegel villages - the village of tansley woods,470.0,True,the village of tansley woods,4100 Upper Middle Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Burlington, L7M4W8,32.0,19.0,11.0,10.0,5.0,4.0,8.0,4.0,3.0,9.0,8.0,3.0,the village of tansley woods,,,,,Burlington,3524002.0,43.38367062,-79.79950979,144.0
15.4,38.6,17.3,Schlegel Villages - The Village of Taunton Mills,6.9,1.1,503.5,514.5,LV,3.8,schlegel villages - the village of taunton mills,471.0,True,the village of taunton mills,3800 Brock Street North,Central East,For-Profit,No,Yes,Yes,Yes,Whitby, L1R3A5,37.0,22.0,13.0,12.0,7.0,6.0,16.0,7.0,4.0,5.0,5.0,2.0,the village of taunton mills,0,0,<5,Active,Whitby,3518009.0,43.91312705,-78.95825897,120.0
21.7,30.1,28.5,Schlegel Villages - The Village of Wentworth Heights,3.5,0,81.5,77,105,3.8,schlegel villages - the village of wentworth heights,472.0,True,the village of wentworth heights,1620 Upper Wentworth Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L9B2W3,26.0,11.0,6.0,9.0,3.0,3.0,6.0,3.0,2.0,8.0,3.0,,the village of wentworth heights,,0,,Inactive,Hamilton,3525005.0,43.19832568,-79.8734372,120.0
0.7,19.8,13.4,Schlegel Villages - The Village of Winston Park,0.4,2.6,166.5,166.5,NR,1.4,schlegel villages - the village of winston park,473.0,True,the village of winston park,695 Block Line Road,Waterloo Wellington,For-Profit,No,Yes,No,Yes,Kitchener, N2E3K1,36.0,14.0,6.0,10.0,5.0,2.0,18.0,5.0,3.0,2.0,1.0,,the village of winston park,,0,,Inactive,Kitchener,3530013.0,43.41122949,-80.49867572,95.0
26.5,40,10.8,Shanti Enterprises Ltd - Royal Terrace,2.9,14.1,77,113,LV,2.2,shanti enterprises ltd - royal terrace,476.0,True,royal terrace,600 White's Road,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Palmerston, N0G2P0,23.0,13.0,6.0,5.0,3.0,,11.0,6.0,5.0,4.0,3.0,1.0,royal terrace,,0,,Inactive,Minto,3523043.0,43.83992155,-80.84393637,67.0
31.5,8.2,8.4,Shaparrall Ltd - Garden Court Nursing Home,25.3,2.1,214,214,NR,3.8,shaparrall ltd - garden court nursing home,477.0,True,garden court nursing home,1 Sand Beach Road,Toronto Central,For-Profit,No,Yes,Yes,No,Etobicoke, M8V2W2,13.0,8.0,4.0,2.0,,,3.0,3.0,1.0,4.0,2.0,2.0,garden court nursing home,,,,,Toronto,3520005.0,43.60195707,-79.49680752,45.0
21.1,26.7,16.3,Sharon Farms & Enterprises Ltd - Earls Court Village,3.3,5.5,57,68,35.5,3.5,sharon farms & enterprises ltd - earls court village,478.0,True,earls court village,"1390 Highbury Avenue, North",South West,For-Profit,No,Yes,Yes,Yes,London, N5Y0B6,92.0,85.0,23.0,52.0,46.0,9.0,17.0,17.0,6.0,31.0,30.0,12.0,earls court village,,0,,Inactive,London,3539036.0,43.02686099,-81.21868721,128.0
8.4,24.8,18.9,Sharon Farms & Enterprises Ltd - Kensington Village,4.1,4.7,212,212,NR,5.4,sharon farms & enterprises ltd - kensington village,479.0,True,kensington village,1340 Huron Street,South West,For-Profit,Yes,Yes,Yes,Yes,London, N5V3R3,70.0,26.0,4.0,40.0,12.0,,12.0,6.0,1.0,10.0,4.0,1.0,kensington village,<5,6,<5,Active,London,3539036.0,43.02140839,-81.21450391,78.0
10.6,12.4,14.5,Shepherd Village Inc. - Shepherd Lodge,1.1,1,240,249,LV,2.5,shepherd village inc. - shepherd lodge,480.0,True,shepherd lodge,3760 Sheppard Avenue East,Central East,Non-Profit,No,Yes,Yes,Yes,Toronto, M1T3K9,48.0,23.0,15.0,22.0,11.0,8.0,12.0,7.0,5.0,12.0,5.0,4.0,shepherd lodge,,0,,Inactive,Toronto,3520005.0,43.78271331,-79.29413397,252.0
10.8,29.2,14,Sienna Senior Living - Altamont Care Community,2.1,0,107,126,40,2.5,sienna senior living - altamont care community,482.0,True,altamont care community,92 Island Road,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1C2P5,33.0,19.0,12.0,11.0,4.0,4.0,13.0,8.0,4.0,7.0,7.0,3.0,altamont care community,<5,52,24,Active,Toronto,3520005.0,43.79854962,-79.14005432,159.0
8.7,20.8,16.8,Sienna Senior Living - Barnswallow Place Care Community,1.6,3.5,280,280,NR,2.4,sienna senior living - barnswallow place care community,483.0,True,barnswallow place care community,120 Barnswallow Drive,Waterloo Wellington,For-Profit,No,Yes,No,Yes,Elmira, N3B2Y9,17.0,9.0,3.0,3.0,1.0,1.0,9.0,3.0,2.0,1.0,1.0,,barnswallow place care community,,,,,Woolwich,3530035.0,43.59297082,-80.57796106,96.0
10.5,22.6,20.3,Sienna Senior Living - Bloomington Cove,1.4,0.3,371,330,LV,2.3,sienna senior living - bloomington cove,484.0,False,bloomington cove care community,13621 Ninth  Line RR #2,Central,For-Profit,Yes,Yes,Yes,Yes,Stouffville, L4A7X3,39.0,18.0,11.0,18.0,9.0,6.0,13.0,4.0,3.0,6.0,3.0,1.0,bloomington cove care community,,,,,Whitchurch-Stouffville,3519044.0,44.00278365,-79.26290138,112.0
8.4,20.8,10.8,Sienna Senior Living - Bradford Valley Care Community,1.3,0.6,213,212,LV,1.4,sienna senior living - bradford valley care community,485.0,True,bradford valley care community,2656 6th Line,Central,For-Profit,No,Yes,Yes,Yes,Bradford, L3Z3H5,40.0,19.0,8.0,20.0,8.0,3.0,14.0,7.0,4.0,10.0,7.0,2.0,bradford valley care community,,12,,Inactive,Bradford West Gwillimbury,3543014.0,44.09967975,-79.57244678,246.0
26.3,14.9,7.2,Sienna Senior Living - Camilla Care Community,0.2,0.6,104,90,156,1.7,sienna senior living - camilla care community,486.0,True,camilla care community,2250 Hurontario Street,Mississauga Halton,For-Profit,Yes,Yes,Yes,Yes,Mississauga, L5B1M8,54.0,26.0,12.0,25.0,11.0,5.0,16.0,5.0,2.0,9.0,7.0,4.0,camilla care community,51,61,31,Active,Mississauga,3521005.0,43.57311436,-79.60700205,236.0
21.3,12.8,12.9,Sienna Senior Living - Case Manor Care Community,2.1,0.2,301,301,LV,1.3,sienna senior living - case manor care community,487.0,True,case manor care community,28 Boyd Street P.O. Box 670,Central East,For-Profit,No,Yes,Yes,Yes,Bobcaygeon, K0M1A0,24.0,17.0,9.0,7.0,4.0,1.0,11.0,8.0,6.0,2.0,2.0,1.0,case manor care community,,0,,Inactive,Kawartha Lakes,3516010.0,44.54008478,-78.54103519,96.0
24.7,20.5,21.1,Sienna Senior Living - Cedarvale Lodge Retirement And Care Community,9.3,0.3,340,373,LV,4.9,sienna senior living - cedarvale lodge retirement and care community,488.0,True,cedarvale lodge retirement and care community,121 Morton Avenue,Central,For-Profit,No,Yes,Yes,Yes,Keswick, L4P2M5,19.0,14.0,10.0,5.0,3.0,3.0,6.0,5.0,4.0,3.0,3.0,2.0,cedarvale lodge retirement and care community,,,,,Georgina,3519070.0,44.232338,-79.456847,60.0
15.1,14.5,8.7,Sienna Senior Living - Cheltenham Care Community,2.3,0,177.5,118.5,251.5,4,sienna senior living - cheltenham care community,489.0,True,cheltenham care community,5935 Bathurst Street,Central,For-Profit,Yes,Yes,Yes,Yes,North York, M2R1Y8,30.0,16.0,9.0,12.0,5.0,3.0,9.0,6.0,5.0,9.0,5.0,2.0,cheltenham care community,,,,,Toronto,3520005.0,43.7818402,-79.44446061,170.0
14,28.1,20.2,Sienna Senior Living - Creedan Valley Care Community,3.7,0.7,112,111,111,1.4,sienna senior living - creedan valley care community,490.0,True,creedan valley care community,143 Mary Street,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes,Creemore, L0M1G0,26.0,16.0,11.0,7.0,2.0,2.0,6.0,3.0,3.0,10.0,9.0,7.0,creedan valley care community,,,,,Clearview,3543005.0,44.32664057,-80.09982767,95.0
3.4,6.8,11.2,Sienna Senior Living - Deerwood Creek Care Community,2.5,0,85.5,87,80,1.1,sienna senior living - deerwood creek care community,491.0,True,deerwood creek care community,70 Humberline Drive,Central West,For-Profit,No,Yes,Yes,Yes,Etobicoke, M9W7H3,33.0,19.0,11.0,18.0,10.0,6.0,7.0,3.0,3.0,6.0,3.0,2.0,deerwood creek care community,,,,,Toronto,3520005.0,43.73160489,-79.61744587,160.0
20.6,14.4,16.9,Sienna Senior Living - Fieldstone Commons Care Community,0.9,1.1,131,144,41,2.4,sienna senior living - fieldstone commons care community,492.0,True,fieldstone commons care community,1000 Ellesmere Road,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1P5G2,43.0,19.0,6.0,17.0,7.0,3.0,18.0,8.0,2.0,8.0,5.0,2.0,fieldstone commons care community,,,,,Toronto,3520005.0,43.76728591,-79.27793126,224.0
19.2,24.2,21.6,Sienna Senior Living - Fountain View Care Community,3.4,0,286,282,LV,2.6,sienna senior living - fountain view care community,493.0,True,fountain view care community,1800 O'Connor Drive,Toronto Central,For-Profit,No,Yes,Yes,Yes,East York, M4A1W7,43.0,16.0,11.0,21.0,4.0,3.0,14.0,8.0,6.0,7.0,4.0,3.0,fountain view care community,,0,,Inactive,Toronto,3520005.0,43.7205599,-79.30496586,158.0
10.2,25.6,16.4,Sienna Senior Living - Fox Ridge Care Community,3.5,7.6,132.5,140,128,1.9,sienna senior living - fox ridge care community,494.0,True,fox ridge care community,389 West Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Brantford, N3R3V9,64.0,21.0,8.0,24.0,7.0,2.0,23.0,7.0,4.0,20.0,10.0,6.0,fox ridge care community,,,,,Brantford,3529006.0,43.15692506,-80.25558282,122.0
20,20.6,22.7,Sienna Senior Living - Granite Ridge Care Community,1.8,1.8,482.5,471,LV,1.9,sienna senior living - granite ridge care community,495.0,True,granite ridge care community,5501 Abbott Street East,Champlain,For-Profit,No,Yes,Yes,Yes,Stittsville, K2S2C5,34.0,22.0,10.0,14.0,8.0,5.0,16.0,11.0,5.0,1.0,,,granite ridge care community,,,,,Ottawa,3506008.0,45.26988372,-75.90499269,224.0
13.4,16.7,16.4,Sienna Senior Living - Harmony Hills Care Community,0.8,0,215.5,235,LV,1.6,sienna senior living - harmony hills care community,496.0,True,harmony hills care community,1800 O'Connor Drive,Toronto Central,For-Profit,No,Yes,Yes,Yes,Toronto, M4A1W7,19.0,9.0,6.0,6.0,3.0,3.0,7.0,3.0,3.0,1.0,,,harmony hills care community,,,,,Toronto,3520005.0,43.7205599,-79.30496586,160.0
8.9,19.6,13.4,Sienna Senior Living - Hawthorn Woods Care Community,1.3,0,105.5,105.5,LV,1.4,sienna senior living - hawthorn woods care community,497.0,True,hawthorn woods care community,9257 Goreway Drive,Central West,For-Profit,No,Yes,Yes,Yes,Brampton, L6P0N5,60.0,28.0,16.0,26.0,7.0,4.0,24.0,14.0,9.0,8.0,7.0,4.0,hawthorn woods care community,,,,,Brampton,3521010.0,43.75755779,-79.68888879,160.0
20.7,17,12.9,Sienna Senior Living - Langstaff Square Care Community,1.8,1.7,324,295,LV,1.6,sienna senior living - langstaff square care community,498.0,True,langstaff square care community,170 Red Maple Road,Central,For-Profit,No,Yes,Yes,Yes,Richmond Hill, L4B4T8,19.0,14.0,6.0,13.0,8.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,langstaff square care community,,,,,Richmond Hill,3519038.0,43.84482422,-79.42478351,160.0
28.3,24.8,18.9,Sienna Senior Living - Madonna Care Community,2.5,2.6,640,614.5,LV,2.8,sienna senior living - madonna care community,499.0,True,madonna care community,1541 St. Joseph Boulevard,Champlain,For-Profit,No,Yes,Yes,Yes,Orleans, K1C7L3,111.0,68.0,40.0,43.0,24.0,14.0,48.0,32.0,20.0,11.0,6.0,4.0,madonna care community,15,43,27,Active,Ottawa,3506008.0,45.46043427,-75.559988,160.0
30.6,14.7,15.6,Sienna Senior Living - Maple Grove Care Community,1.8,0.5,85.5,104,LV,2.1,sienna senior living - maple grove care community,500.0,True,maple grove care community,215 Sunny Meadow Blvd.,Central West,For-Profit,No,Yes,Yes,Yes,Brampton, L6R3B5,37.0,22.0,13.0,17.0,10.0,6.0,11.0,4.0,3.0,10.0,10.0,6.0,maple grove care community,<5,0,<5,Active,Brampton,3521010.0,43.75771219,-79.75483001,160.0
27.3,11.1,21.1,Sienna Senior Living - Midland Gardens Care Community,2.1,1.8,146.5,182.5,52,4,sienna senior living - midland gardens care community,501.0,True,midland gardens care community,130 Midland Avenue,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1N4B2,84.0,60.0,37.0,39.0,27.0,20.0,26.0,16.0,9.0,32.0,31.0,16.0,midland gardens care community,67,16,22,Active,Toronto,3520005.0,43.7083586,-79.24749635,299.0
3,29.4,20.2,Sienna Senior Living - Muskoka Shores Care Community,5.8,4.4,268,245.5,168.5,0.7,sienna senior living - muskoka shores care community,502.0,True,muskoka shores care community,200 Kelly Drive,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes,Gravenhurst, P1P1P3,43.0,29.0,18.0,18.0,9.0,5.0,14.0,12.0,8.0,12.0,11.0,5.0,muskoka shores care community,,,,,Gravenhurst,3544002.0,44.9143044,-79.36729389,183.0
20.8,9.8,13.7,Sienna Senior Living - Norfinch Care Community,3.2,0,132,150,LV,1.4,sienna senior living - norfinch care community,503.0,True,norfinch care community,22 Norfinch Drive,Central,For-Profit,No,Yes,Yes,Yes,North York, M3N1X1,17.0,13.0,7.0,9.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,norfinch care community,,,,,Toronto,3520005.0,43.7567876,-79.52618684,160.0
22.3,20.8,26.6,Sienna Senior Living - Owen Hill Care Community,2,0,123,118,LV,2.4,sienna senior living - owen hill care community,504.0,True,owen hill care community,130 Owen Street,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes,Barrie, L4M3H7,18.0,9.0,5.0,5.0,1.0,1.0,7.0,3.0,3.0,2.0,,,owen hill care community,0,12,<5,Active,Barrie,3543042.0,44.3951391,-79.69019855,57.0
17.2,12,14.7,Sienna Senior Living - Rockcliffe Care Community,1.2,2,112,130,76,4.4,sienna senior living - rockcliffe care community,505.0,True,rockcliffe care community,3015 Lawrence Avenue East,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1P2V7,35.0,27.0,21.0,19.0,14.0,11.0,11.0,8.0,7.0,6.0,6.0,5.0,rockcliffe care community,0,0,<5,Active,Toronto,3520005.0,43.75467751,-79.24789355,204.0
25.5,27.6,29.9,Sienna Senior Living - Secord Trails Care Community,3.7,3.4,69,109.5,74.5,5.9,sienna senior living - secord trails care community,506.0,True,secord trails care community,263 Wonham Street South,South West,For-Profit,Yes,Yes,Yes,Yes,Ingersoll, N5C3P6,58.0,25.0,12.0,24.0,11.0,3.0,21.0,9.0,7.0,13.0,9.0,7.0,secord trails care community,0,0,7,Active,Ingersoll,3532018.0,43.03265541,-80.88305150000002,80.0
7.7,7.6,9.4,Sienna Senior Living - Silverthorn Care Community,1.2,0,100,137,38,1.3,sienna senior living - silverthorn care community,507.0,True,silverthorn care community,4350 Mississauga Road,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5M7C8,29.0,12.0,7.0,8.0,4.0,3.0,15.0,4.0,3.0,3.0,3.0,1.0,silverthorn care community,0,0,<5,Active,Mississauga,3521005.0,43.56232545,-79.68858187,160.0
5.9,19.3,21.5,Sienna Senior Living - Spencer House Inc.,2,0,167,169,LV,2.1,sienna senior living - spencer house inc.,508.0,False,spencer house,835 West Ridge Blvd.,North Simcoe Muskoka,Non-Profit,No,Yes,Yes,Yes,Orillia, L3V8B3,31.0,18.0,10.0,10.0,4.0,3.0,11.0,7.0,5.0,6.0,2.0,1.0,spencer house,,0,,Inactive,Orillia,3543052.0,44.60314495,-79.45390869,160.0
13.5,10.2,12.8,Sienna Senior Living - St. George Care Community,2.1,0,83,83,LV,2.8,sienna senior living - st. george care community,509.0,True,st. george care community,225 St. George Street,Toronto Central,For-Profit,Yes,Yes,Yes,Yes,Toronto, M5R2M2,45.0,21.0,11.0,27.0,9.0,6.0,12.0,9.0,5.0,5.0,2.0,2.0,st. george care community,0,0,<5,Active,Toronto,3520005.0,43.67253289,-79.40161649,238.0
10,4.8,9,Sienna Senior Living - Streetsville Care Community,1.6,0,183,184,LV,1.3,sienna senior living - streetsville care community,510.0,True,streetsville care community,1742 Bristol Road West,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5M1X9,22.0,10.0,4.0,6.0,1.0,,8.0,4.0,3.0,3.0,3.0,1.0,streetsville care community,,,,,Mississauga,3521005.0,43.58212646,-79.70532398,118.0
19.1,20,23.1,Sienna Senior Living - Trillium Retirement And Care Community,5.9,1,146.5,164.5,123,3.3,sienna senior living - trillium retirement and care community,511.0,True,trillium retirement and care community,800 Edgar Street,South East,For-Profit,Yes,Yes,Yes,Yes,Kingston, K7M8S4,81.0,40.0,17.0,29.0,12.0,7.0,30.0,19.0,8.0,16.0,6.0,1.0,trillium retirement and care community,,,,,Kingston,3510010.0,44.25040282,-76.55202522,190.0
24.8,11.7,24.1,Sienna Senior Living - Tullamore Care Community,6.7,0,42,42,41.5,3.4,sienna senior living - tullamore care community,512.0,True,tullamore care community,133 Kennedy Road South,Central West,For-Profit,Yes,Yes,Yes,Yes,Brampton, L6W3G3,52.0,27.0,16.0,27.0,12.0,7.0,15.0,7.0,5.0,14.0,7.0,3.0,tullamore care community,,,,,Brampton,3521010.0,43.68480267,-79.73603059999998,159.0
14.5,18.6,4.9,Sienna Senior Living - Villa Leonardo Gambin,1.6,0.4,211,205,NR,1.2,sienna senior living - villa leonardo gambin,513.0,True,villa leonardo gambin,40 Friuli Court,Central,Non-Profit,Yes,Yes,Yes,Yes,Woodbridge, L4L9T3,34.0,13.0,7.0,15.0,4.0,3.0,9.0,4.0,3.0,8.0,2.0,1.0,villa leonardo gambin,<5,12,19,Active,Vaughan,3519028.0,43.7661994,-79.57417395,168.0
11.2,10.7,16.7,Sienna Senior Living - Waters Edge Care Community,2.4,0,146.5,146.5,187,2.7,sienna senior living - waters edge care community,514.0,True,waters edge care community,401 William Street,North East,For-Profit,No,Yes,Yes,Yes,North Bay, P1A1X5,41.0,28.0,12.0,15.0,9.0,4.0,17.0,11.0,6.0,5.0,5.0,2.0,waters edge care community,,,,,North Bay,3548044.0,46.27873103,-79.44783366,148.0
22.8,11.9,13.3,Sienna Senior Living - Weston Terrace Care Community,2,0.5,111,147,LV,2.7,sienna senior living - weston terrace care community,515.0,True,weston terrace care community,2005 Lawrence Avenue West,Central,For-Profit,No,Yes,Yes,Yes,Toronto, M9N3V4,38.0,23.0,13.0,20.0,11.0,6.0,11.0,8.0,5.0,10.0,8.0,6.0,weston terrace care community,25,24,39,Active,Toronto,3520005.0,43.70123959,-79.51015143,224.0
8,11.7,11.4,Sienna Senior Living - Woodbridge Vista Care Community,0.1,0,167,175,LV,0.8,sienna senior living - woodbridge vista care community,516.0,True,woodbridge vista care community,5400 Steeles Avenue West,Central West,For-Profit,No,Yes,Yes,Yes,Woodbridge, L4L9S1,56.0,23.0,15.0,28.0,9.0,6.0,22.0,11.0,8.0,8.0,6.0,3.0,woodbridge vista care community,72,6,20,Active,Vaughan,3519028.0,43.75961009,-79.59777826,224.0
21,15.9,14.1,Sienna Senior Living - Woodhall Park Care Community,0.8,3.1,123,112,LV,1.5,sienna senior living - woodhall park care community,517.0,True,woodhall park care community,10260 Kennedy Road North,Central West,For-Profit,No,Yes,Yes,Yes,Brampton, L6Z4N7,38.0,16.0,7.0,16.0,5.0,2.0,13.0,5.0,4.0,6.0,4.0,2.0,woodhall park care community,,,,,Brampton,3521010.0,43.72036028,-79.78370712,147.0
21.3,13.5,17.3,Sienna Senior Living - Woods Park Care Centre,1.5,2.6,169.5,155,LV,2.4,sienna senior living - woods park care centre,518.0,True,woods park care centre,110 Lillian Crescent,North Simcoe Muskoka,For-Profit,Yes,Yes,Yes,Yes,Barrie, L4N5H7,31.0,16.0,8.0,14.0,6.0,2.0,7.0,3.0,3.0,5.0,4.0,1.0,woods park care centre,,0,,Inactive,Barrie,3543042.0,44.4026669,-79.71672256,123.0
9,7.5,13.9,"Sifton Properties Ltd, Devonshire Erin Mills Inc. - Lanark Heights LTC Centre",1.1,0,209,217,LV,1.1,"sifton properties ltd, devonshire erin mills inc. - lanark heights long term care centre",519.0,True,lanark heights long term care centre,46 Lanark Crescent,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Kitchener, N2N2Z8,82.0,20.0,7.0,34.0,8.0,3.0,33.0,8.0,4.0,10.0,3.0,,lanark heights long term care centre,,0,,Inactive,Kitchener,3530013.0,43.42436319,-80.53544803,160.0
3.2,13.3,14.1,"Sifton Properties Ltd, Devonshire Erin Mills Inc. - Westmount Gardens LTC Home",2.1,3.2,171,169,LV,3.2,"sifton properties ltd, devonshire erin mills inc. - westmount gardens long term care home",520.0,True,westmount gardens long term care home,590 Longworth Road,South West,For-Profit,No,Yes,Yes,Yes,London, N6K4X9,86.0,25.0,10.0,37.0,7.0,3.0,40.0,12.0,5.0,6.0,5.0,1.0,westmount gardens long term care home,,,,,London,3539036.0,42.95042607,-81.30566973,160.0
28.4,32.9,17.6,Six Nations Of The Grand River - Iroquois Lodge Nursing Home,20.7,3.1,NR,NR,NR,3.3,six nations of the grand river - iroquois lodge nursing home,521.0,True,iroquois lodge nursing home,1755 Chiefswood Road P.O. Box 309,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,Yes,Ohsweken, N0A1M0,18.0,13.0,8.0,5.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,iroquois lodge nursing home,,,,,Six Nations (Part) 40,3529020.0,43.07299235,-80.11640017,50.0
24.1,10.6,12,Slovenian Linden Foundation - Dom Lipa,5.4,0,230,263.5,LV,1.3,slovenian linden foundation - dom lipa,522.0,True,dom lipa,52 Neilson Drive,Mississauga Halton,Non-Profit,No,Yes,No,No,Etobicoke, M9C1V7,11.0,7.0,3.0,1.0,,,3.0,3.0,3.0,2.0,2.0,1.0,dom lipa,,0,,Inactive,Toronto,3520005.0,43.62949697,-79.56513824,66.0
26.4,25.7,22.4,Southbridge Care Homes - Maple View,2,0,71,LV,LV,3.2,southbridge care homes - maple view,525.0,False,maple view,1029-4Th Avenue West,South West,For-Profit,No,Yes,Yes,Yes,Owen Sound, N4K4W1,19.0,9.0,3.0,3.0,1.0,,9.0,3.0,2.0,4.0,2.0,,maple view,,0,,Inactive,Owen Sound,3542059.0,44.56743597,-80.94905687,29.0
8.3,7.7,20,Specialty Care Inc. - Victoria Village Manor,0,0,138,135.5,LV,0.3,specialty care inc. - victoria village manor,526.0,True,victoria village manor,78 Ross Street,North Simcoe Muskoka,Non-Profit,Yes,Yes,Yes,Yes,Barrie, L4N1G3,35.0,22.0,19.0,12.0,3.0,3.0,10.0,8.0,7.0,11.0,10.0,10.0,victoria village manor,,,,,Barrie,3543042.0,44.391122,-79.69850695,128.0
17.6,31.8,20.3,Spruce Lodge - Municipal Home For The Aged - Spruce Lodge Home For The Aged,2.1,0.4,349,329,LV,3.5,spruce lodge - municipal home for the aged - spruce lodge home for the aged,527.0,False,spruce lodge home for the aged,643 West Gore Street,South West,Municipal,Yes,Yes,No,Yes,Stratford, N5A1L4,44.0,23.0,7.0,24.0,13.0,2.0,13.0,5.0,4.0,4.0,4.0,2.0,spruce lodge home for the aged,,,,,Stratford,3531011.0,43.36760056,-81.00083747,128.0
1.8,44,12,Sprucedale Care Centre Inc. - Sprucedale Care Centre,13.7,4,98,107,LV,1.6,sprucedale care centre inc. - sprucedale care centre,528.0,True,sprucedale care centre,96 Kittridge Avenue East,South West,For-Profit,No,Yes,Yes,Yes,Strathroy, N7G2A8,18.0,8.0,3.0,5.0,2.0,,8.0,3.0,3.0,,,,sprucedale care centre,,0,,Inactive,Strathroy-Caradoc,3539015.0,42.96355986,-81.62413493,96.0
